Disease,MMWR year,MMWR week,Current week
Streptococcal toxic-shock syndrome**,2018,34,
"Hantavirus infections**, Hantavirus infection (non-HPS)††",2018,34,
Plague,2018,34,
Diphtheria,2018,34,
"Zika virus††,§§§§, Zika virus congenital infection ",2018,34,
Cholera,2018,34,
"Botulism, other (wound and unspecified)",2018,34,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, non typeable serotype ",2018,34,
"Meningococcal disease, invasive§§§, other serogroup",2018,34,
"Q fever, total**",2018,34,
Psittacosis**,2018,34,
"Arboviral diseases¶,** Eastern equine encephalitis virus ",2018,34,
"Viral hemorrhagic fever††††, Marburg fever",2018,34,
"Zika virus††,§§§§, Zika virus disease, non-congenital infection",,,
"Viral hemorrhagic fever††††, Junin hemorrhagic fever",2018,34,
"Arboviral diseases¶,** St. Louis encephalitis virus ",2018,34,
"Meningococcal disease, invasive§§§, unknown serogroup",2018,34,1
Vancomycin-resistant Staphylococcus aureus**,2018,34,1
"Hemolytic uremic syndrome, postdiarrheal**",2018,34,1
"Viral hemorrhagic fever††††, Sabia-associated hemorrhagic fever",2018,34,
"Q fever, chronic**",2018,34,1
"Botulism, infant",2018,34,2
"Viral hemorrhagic fever††††, Lujo virus",2018,34,
Listeriosis,2018,34,7
"Hepatitis B, virus infection perinatal",2018,34,
"Arboviral diseases¶,** Chikungunya virus††",2018,34,
Toxic-shock syndrome (staphylococcal)**,2018,34,
"Meningococcal disease, invasive§§§, serogroup ACWY",2018,34,
Trichinellosis**,2018,34,
Cyclosporiasis**,2018,34,24
Smallpox,2018,34,
"Syphilis, congenital****",2018,34,2
"Influenza-associated pediatric mortality**,***",2018,34,1
Measles†††,2018,34,1
"Viral hemorrhagic fever††††, Guanarito hemorrhagic fever",2018,34,
Novel influenza A virus infections¶¶¶,2018,34,1
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, other serotype",2018,34,
"Botulism, foodborne",2018,34,
"Q fever, acute**",2018,34,1
"Arboviral diseases¶,** Powassan virus ",2018,34,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, serotype b",2018,34,
SARS-CoV,2018,34,
"Arboviral diseases¶,** Western equine encephalitis virus ",2018,34,
"Hantavirus infections**, Hantavirus Pulmonary Syndrome (HPS)",2018,34,
"Viral hemorrhagic fever††††, Ebola hemorrhagic fever",2018,34,
"Botulism, total",2018,34,2
Typhoid fever,2018,34,1
"Viral hemorrhagic fever††††, Machupo hemorrhagic fever",2018,34,
"Arboviral diseases¶,** La Crosse virus§§ ",2018,34,
"Poliomyelitis, paralytic",2018,34,
Anthrax,2018,34,
Tularemia,2018,34,
Hansen's disease**,2018,34,
Yellow fever,2018,34,
Vancomycin-intermediate Staphylococcus aureus**,2018,34,4
"Arboviral diseases¶,** Jamestown Canyon virus§§ ",2018,34,
"Meningococcal disease, invasive§§§, serogroup B",2018,34,
"Viral hemorrhagic fever††††, Lassa fever",2018,34,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, unknown serotype",2018,34,2
Chancroid,2018,34,
"Rabies, human",2018,34,
"Viral hemorrhagic fever††††, Crimean-Congo hemorrhagic fever",2018,34,
Leptospirosis¶,2018,35,1
Psittacosis¶,2018,35,
Paratyphoid fever¶¶,2018,35,
"Viral hemorrhagic fevers***, Lassa virus",2018,35,
"Viral hemorrhagic fevers***, Machupo virus",2018,35,
"Meningococcal disease, Other serogroups",2018,35,
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,35,2
"Viral hemorrhagic fevers***, Ebola virus ",2018,35,
"Poliomyelitis, paralytic",2018,35,
"Meningococcal disease, Serogroups ACWY",2018,35,1
Anthrax,2018,35,
Toxic-shock syndrome (other than Streptococcal)¶,2018,35,
Plague,2018,35,
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,35,
Tularemia,2018,35,
"Meningococcal disease, Unknown serogroup",2018,35,1
"Meningococcal disease, Serogroup B",2018,35,
Novel Influenza A virus infections§§,2018,35,
Typhoid fever ,2018,35,3
Measles††,2018,39,
"Hemolytic uremic syndrome, postdiarrheal¶",2018,35,3
"Influenza-associated pediatric mortality¶,**",2018,35,
Vancomycin-resistant Staphylococcus aureus¶,2018,35,
"Viral hemorrhagic fevers***, Guanarito virus",2018,35,
"Q fever¶, chronic",2018,35,
"Syphilis, congenital",2018,35,
"Viral hemorrhagic fever***, Sabia virus",2018,35,
"Botulism, infant",2018,35,1
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,35,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,35,
Measles††,2018,35,1
Cyclosporiasis¶,2018,35,13
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,35,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,35,
"Botulism, other (wound and unspecified)",2018,35,
"Rabies, human",2018,35,
Streptococcal toxic-shock syndrome¶,2018,35,1
Hansen's disease¶,2018,35,
Listeriosis,2018,35,12
"Viral hemorrhagic fever***, Marburg virus",2018,35,
Yellow fever,2018,35,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,35,
Cholera,2018,35,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,35,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,35,1
Diphtheria,2018,35,
Vancomycin-intermediate Staphylococcus aureus¶,2018,35,1
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,35,
"Botulism, total",2018,35,1
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,35,
Trichinellosis¶,2018,35,
"Hepatitis B, perinatal infection",2018,35,
Chancroid,2018,35,
Hantavirus pulmonary syndrome¶ ,2018,35,
Brucellosis,2018,35,
"Polio virus Infection, nonparalytic¶",2018,35,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,35,
Smallpox,2018,35,
"Viral hemorrhagic fevers***, Junin virus",2018,35,
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,35,
"Botulism, foodborne",2018,35,
"Q fever¶, acute",2018,35,
"Viral hemorrhagic fevers***, Lujo virus",2018,35,
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,35,
"Q fever¶, total",2018,35,
Anthrax,2018,36,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,36,
Smallpox,2018,36,
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,36,
"Viral hemorrhagic fevers***, Machupo virus",2018,36,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,36,
Psittacosis¶,2018,36,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,36,
Hantavirus pulmonary syndrome¶ ,2018,36,
Novel Influenza A virus infections§§,2018,36,
Leptospirosis¶,2018,36,1
"Botulism, other (wound and unspecified)",2018,36,
"Hemolytic uremic syndrome, postdiarrheal¶",2018,36,3
"Influenza-associated pediatric mortality¶,**",2018,36,
Typhoid fever ,2018,36,2
Cyclosporiasis¶,2018,36,3
Paratyphoid fever¶¶,2018,36,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,36,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,36,
"Viral hemorrhagic fevers***, Guanarito virus",2018,36,
Streptococcal toxic-shock syndrome¶,2018,36,
"Q fever¶, total",2018,36,
"Viral hemorrhagic fevers***, Lujo virus",2018,36,
"Syphilis, congenital",2018,36,
Hansen's disease¶,2018,36,
"Meningococcal disease, Other serogroups",2018,36,
Listeriosis,2018,36,6
"Meningococcal disease, Unknown serogroup",2018,36,1
Measles††,2018,36,
Vancomycin-resistant Staphylococcus aureus¶,2018,36,
"Q fever¶, acute",2018,36,
Brucellosis,2018,36,
Vancomycin-intermediate Staphylococcus aureus¶,2018,36,
Toxic-shock syndrome (other than Streptococcal)¶,2018,36,
"Meningococcal disease, Serogroups ACWY",2018,36,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,36,1
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,36,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,36,
Yellow fever,2018,36,
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,36,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,36,
Diphtheria,2018,36,
"Poliomyelitis, paralytic",2018,36,
"Viral hemorrhagic fevers***, Junin virus",2018,36,
"Botulism, total",2018,36,
Trichinellosis¶,2018,36,
Chancroid,2018,36,1
"Q fever¶, chronic",2018,36,
Cholera,2018,36,
"Viral hemorrhagic fevers***, Lassa virus",2018,36,
Tularemia,2018,36,1
"Rabies, human",2018,36,
"Viral hemorrhagic fever***, Sabia virus",2018,36,
"Meningococcal disease, Serogroup B",2018,36,
Plague,2018,36,
"Viral hemorrhagic fever***, Marburg virus",2018,36,
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,36,3
"Polio virus Infection, nonparalytic¶",2018,36,
"Botulism, foodborne",2018,36,
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,36,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,36,
"Hepatitis B, perinatal infection",2018,36,
"Botulism, infant",2018,36,
"Viral hemorrhagic fevers***, Ebola virus ",2018,36,
"Viral hemorrhagic fever***, Sabia virus",2018,37,
Vancomycin-intermediate Staphylococcus aureus¶,2018,37,
Tularemia,2018,37,1
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,37,1
"Poliomyelitis, paralytic",2018,37,
"Hemolytic uremic syndrome, postdiarrheal¶",2018,37,7
"Q fever¶, chronic",2018,37,
"Q fever¶, acute",2018,37,
Chancroid,2018,37,
Typhoid fever ,2018,37,4
Measles††,2018,37,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,37,
"Viral hemorrhagic fevers***, Machupo virus",2018,37,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,37,1
"Syphilis, congenital",2018,37,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,37,
"Botulism, infant",2018,37,
Novel Influenza A virus infections§§,2018,37,
Vancomycin-resistant Staphylococcus aureus¶,2018,37,
"Influenza-associated pediatric mortality¶,**",2018,37,
"Meningococcal disease, Other serogroups",2018,37,
Hansen's disease¶,2018,37,
"Viral hemorrhagic fevers***, Ebola virus ",2018,37,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,37,
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,37,
"Meningococcal disease, Unknown serogroup",2018,37,1
Cholera,2018,37,
"Q fever¶, total",2018,37,
Listeriosis,2018,37,7
Hantavirus pulmonary syndrome¶ ,2018,37,
"Polio virus Infection, nonparalytic¶",2018,37,
"Meningococcal disease, Serogroups ACWY",2018,37,
Smallpox,2018,37,
Anthrax,2018,37,
"Botulism, foodborne",2018,37,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,37,
Cyclosporiasis¶,2018,37,13
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,37,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,37,
"Viral hemorrhagic fevers***, Guanarito virus",2018,37,
"Viral hemorrhagic fevers***, Lujo virus",2018,37,
Leptospirosis¶,2018,37,
"Meningococcal disease, Serogroup B",2018,37,
"Hepatitis B, perinatal infection",2018,37,
Brucellosis,2018,37,2
Paratyphoid fever¶¶,2018,37,
Streptococcal toxic-shock syndrome¶,2018,37,
"Rabies, human",2018,37,
Diphtheria,2018,37,
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,37,1
Trichinellosis¶,2018,37,
"Viral hemorrhagic fever***, Marburg virus",2018,37,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,37,
Toxic-shock syndrome (other than Streptococcal)¶,2018,37,
Yellow fever,2018,37,
"Viral hemorrhagic fevers***, Lassa virus",2018,37,
"Botulism, other (wound and unspecified)",2018,37,
Psittacosis¶,2018,37,
"Botulism, total",2018,37,
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,37,
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,37,3
"Viral hemorrhagic fevers***, Junin virus",2018,37,
Plague,2018,37,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,37,
Toxic-shock syndrome (other than Streptococcal)¶,2018,38,
"Botulism, infant",2018,38,1
"Influenza-associated pediatric mortality¶,**",2018,38,
"Poliomyelitis, paralytic",2018,38,
"Meningococcal disease, Serogroups ACWY",2018,38,
"Syphilis, congenital",2018,38,
"Hepatitis B, perinatal infection",2018,38,2
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,38,3
Psittacosis¶,2018,38,4
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,38,
"Viral hemorrhagic fevers***, Guanarito virus",2018,38,
Hansen's disease¶,2018,38,
Typhoid fever ,2018,38,1
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,38,
"Viral hemorrhagic fever***, Marburg virus",2018,38,
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,38,
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,38,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,38,
Vancomycin-resistant Staphylococcus aureus¶,2018,38,
"Meningococcal disease, Unknown serogroup",2018,38,1
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,38,
Novel Influenza A virus infections§§,2018,38,
Chancroid,2018,38,
Leptospirosis¶,2018,38,
Measles††,2018,38,
Diphtheria,2018,38,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,38,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,38,
"Viral hemorrhagic fever***, Sabia virus",2018,38,
Anthrax,2018,38,
"Q fever¶, chronic",2018,38,
"Meningococcal disease, Serogroup B",2018,38,
Cholera,2018,38,
Plague,2018,38,
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,38,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,38,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,38,
"Q fever¶, acute",2018,38,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,38,1
"Viral hemorrhagic fevers***, Ebola virus ",2018,38,
Paratyphoid fever¶¶,2018,38,
"Q fever¶, total",2018,38,
Tularemia,2018,38,1
Cyclosporiasis¶,2018,38,4
"Botulism, total",2018,38,1
"Viral hemorrhagic fevers***, Lujo virus",2018,38,
Hantavirus pulmonary syndrome¶ ,2018,38,
"Rabies, human",2018,38,
"Polio virus Infection, nonparalytic¶",2018,38,
"Botulism, other (wound and unspecified)",2018,38,
"Meningococcal disease, Other serogroups",2018,38,
Brucellosis,2018,38,2
Listeriosis,2018,38,3
Trichinellosis¶,2018,38,
Vancomycin-intermediate Staphylococcus aureus¶,2018,38,
"Hemolytic uremic syndrome, postdiarrheal¶",2018,38,3
Smallpox,2018,38,
"Viral hemorrhagic fevers***, Lassa virus",2018,38,
Streptococcal toxic-shock syndrome¶,2018,38,3
"Viral hemorrhagic fevers***, Machupo virus",2018,38,
Yellow fever,2018,38,
"Botulism, foodborne",2018,38,
"Viral hemorrhagic fevers***, Junin virus",2018,38,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,38,
"Poliomyelitis, paralytic",2018,39,
Vancomycin-resistant Staphylococcus aureus¶,2018,39,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,39,
"Influenza-associated pediatric mortality¶,**",2018,39,1
Paratyphoid fever¶¶,2018,39,2
"Viral hemorrhagic fevers***, Lassa virus",2018,39,
"Botulism, infant",2018,39,
"Viral hemorrhagic fevers***, Junin virus",2018,39,
"Botulism, other (wound and unspecified)",2018,39,
"Meningococcal disease, Other serogroups",2018,39,
"Hemolytic uremic syndrome, postdiarrheal¶",2018,39,2
Hantavirus pulmonary syndrome¶ ,2018,39,
"Viral hemorrhagic fever***, Marburg virus",2018,39,
Cholera,2018,39,
"Syphilis, congenital",2018,39,
Typhoid fever ,2018,39,4
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,39,
Plague,2018,39,
Chancroid,2018,39,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,39,
"Q fever¶, chronic",2018,39,
"Viral hemorrhagic fevers***, Machupo virus",2018,39,
Streptococcal toxic-shock syndrome¶,2018,39,2
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,39,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,39,
Psittacosis¶,2018,39,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,39,
Novel Influenza A virus infections§§,2018,39,
Brucellosis,2018,39,
"Rabies, human",2018,39,
Cyclosporiasis¶,2018,39,5
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,39,
Vancomycin-intermediate Staphylococcus aureus¶,2018,39,1
"Viral hemorrhagic fevers***, Guanarito virus",2018,39,
"Hepatitis B, perinatal infection",2018,39,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,39,
Yellow fever,2018,39,
Anthrax,2018,39,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,39,
"Viral hemorrhagic fevers***, Lujo virus",2018,39,
Trichinellosis¶,2018,39,
Diphtheria,2018,39,
"Meningococcal disease, Serogroups ACWY",2018,39,
Listeriosis,2018,39,9
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,39,
Leptospirosis¶,2018,39,1
"Botulism, foodborne",2018,39,
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,39,5
"Polio virus Infection, nonparalytic¶",2018,39,
Hansen's disease¶,2018,39,
"Meningococcal disease, Unknown serogroup",2018,39,1
Tularemia,2018,39,2
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,39,
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,39,1
"Viral hemorrhagic fevers***, Ebola virus ",2018,39,
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,39,
Toxic-shock syndrome (other than Streptococcal)¶,2018,39,
"Q fever¶, total",2018,39,1
Smallpox,2018,39,
"Q fever¶, acute",2018,39,1
"Botulism, total",2018,39,
"Viral hemorrhagic fever***, Sabia virus",2018,39,
"Meningococcal disease, Serogroup B",2018,39,
"Viral hemorrhagic fevers***, Junin virus",2018,40,
Leptospirosis¶,2018,40,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,40,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,40,
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,40,
"Rabies, human",2018,40,
"Q fever¶, total",2018,40,2
"Botulism, other (wound and unspecified)",2018,40,
"Influenza-associated pediatric mortality¶,**",2018,40,2
"Syphilis, congenital",2018,40,
"Botulism, total",2018,40,
Streptococcal toxic-shock syndrome¶,2018,40,
Typhoid fever ,2018,40,
"Q fever¶, acute",2018,40,2
"Q fever¶, chronic",2018,40,
Psittacosis¶,2018,40,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,40,
Chancroid,2018,40,
"Viral hemorrhagic fevers***, Guanarito virus",2018,40,
Smallpox,2018,40,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,40,
"Hemolytic uremic syndrome, postdiarrheal¶",2018,40,1
Novel Influenza A virus infections§§,2018,40,
"Viral hemorrhagic fever***, Marburg virus",2018,40,
Cyclosporiasis¶,2018,40,2
Vancomycin-intermediate Staphylococcus aureus¶,2018,40,
Hansen's disease¶,2018,40,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,40,
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,40,
Listeriosis,2018,40,6
"Botulism, foodborne",2018,40,
"Meningococcal disease, Unknown serogroup",2018,40,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,40,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,40,
Hantavirus pulmonary syndrome¶ ,2018,40,
"Viral hemorrhagic fevers***, Lujo virus",2018,40,
"Poliomyelitis, paralytic",2018,40,
"Botulism, infant",2018,40,
Diphtheria,2018,40,
"Meningococcal disease, Other serogroups",2018,40,
Measles††,2018,40,
Toxic-shock syndrome (other than Streptococcal)¶,2018,40,
Anthrax,2018,40,
"Viral hemorrhagic fevers***, Ebola virus ",2018,40,
"Viral hemorrhagic fevers***, Lassa virus",2018,40,
"Hepatitis B, perinatal infection",2018,40,
Yellow fever,2018,40,
Tularemia,2018,40,2
Brucellosis,2018,40,1
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,40,3
"Meningococcal disease, Serogroups ACWY",2018,40,1
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,40,
Cholera,2018,40,
"Polio virus Infection, nonparalytic¶",2018,40,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,40,
"Meningococcal disease, Serogroup B",2018,40,1
Plague,2018,40,
Paratyphoid fever¶¶,2018,40,1
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,40,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,40,
Vancomycin-resistant Staphylococcus aureus¶,2018,40,
"Viral hemorrhagic fevers***, Machupo virus",2018,40,
"Viral hemorrhagic fever***, Sabia virus",2018,40,
Trichinellosis¶,2018,40,
"Hepatitis B, perinatal infection",2018,41,
Psittacosis¶,2018,41,
Streptococcal toxic-shock syndrome¶,2018,41,
"Viral hemorrhagic fevers***, Lujo virus",2018,41,
Smallpox,2018,41,
"Meningococcal disease, Unknown serogroup",2018,41,1
Toxic-shock syndrome (other than Streptococcal)¶,2018,41,1
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,41,
Paratyphoid fever¶¶,2018,41,
"Viral hemorrhagic fevers***, Machupo virus",2018,41,
"Q fever¶, total",2018,41,1
Yellow fever,2018,41,
Hansen's disease¶,2018,41,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,41,
"Botulism, infant",2018,41,
Typhoid fever ,2018,41,2
"Viral hemorrhagic fever***, Marburg virus",2018,41,
Hantavirus pulmonary syndrome¶ ,2018,41,
"Viral hemorrhagic fevers***, Guanarito virus",2018,41,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,41,
Listeriosis,2018,41,4
"Botulism, foodborne",2018,41,
Trichinellosis¶,2018,41,
"Viral hemorrhagic fevers***, Junin virus",2018,41,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,41,
Vancomycin-intermediate Staphylococcus aureus¶,2018,41,
Novel Influenza A virus infections§§,2018,41,
"Q fever¶, chronic",2018,41,
"Botulism, other (wound and unspecified)",2018,41,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,41,
"Viral hemorrhagic fevers***, Lassa virus",2018,41,
"Polio virus Infection, nonparalytic¶",2018,41,
"Poliomyelitis, paralytic",2018,41,
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,41,
"Meningococcal disease, Serogroup B",2018,41,
"Influenza-associated pediatric mortality¶,**",2018,41,1
"Rabies, human",2018,41,
Chancroid,2018,41,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,41,1
"Syphilis, congenital",2018,41,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,41,
Cholera,2018,41,
"Viral hemorrhagic fever***, Sabia virus",2018,41,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,41,
Diphtheria,2018,41,
"Viral hemorrhagic fevers***, Ebola virus ",2018,41,
Anthrax,2018,41,
Cyclosporiasis¶,2018,41,1
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,41,
"Meningococcal disease, Serogroups ACWY",2018,41,
Vancomycin-resistant Staphylococcus aureus¶,2018,41,
"Hemolytic uremic syndrome, postdiarrheal¶",2018,41,
Plague,2018,41,
"Q fever¶, acute",2018,41,1
Tularemia,2018,41,2
Measles††,2018,41,1
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,41,1
Brucellosis,2018,41,1
"Meningococcal disease, Other serogroups",2018,41,
"Botulism, total",2018,41,
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,41,2
Leptospirosis¶,2018,41,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,41,
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,41,
Leptospirosis¶,2018,42,
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,42,5
Cyclosporiasis¶,2018,42,2
"Botulism, infant",2018,42,1
"Viral hemorrhagic fevers***, Ebola virus ",2018,42,
"Q fever¶, acute",2018,42,1
"Polio virus Infection, nonparalytic¶",2018,42,
"Meningococcal disease, Unknown serogroup",2018,42,
"Q fever¶, total",2018,42,1
"Viral hemorrhagic fever***, Sabia virus",2018,42,
"Botulism, total",2018,42,1
Yellow fever,2018,42,
Paratyphoid fever¶¶,2018,42,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,42,
Plague,2018,42,
Streptococcal toxic-shock syndrome¶,2018,42,
Toxic-shock syndrome (other than Streptococcal)¶,2018,42,
"Poliomyelitis, paralytic",2018,42,
"Meningococcal disease, Serogroup B",2018,42,
"Q fever¶, chronic",2018,42,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,42,
Tularemia,2018,42,2
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,42,
Typhoid fever ,2018,42,
Cholera,2018,42,
Novel Influenza A virus infections§§,2018,42,
"Viral hemorrhagic fevers***, Machupo virus",2018,42,
Anthrax,2018,42,
"Rabies, human",2018,42,
"Botulism, other (wound and unspecified)",2018,42,
Brucellosis,2018,42,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,42,
"Viral hemorrhagic fevers***, Guanarito virus",2018,42,
"Influenza-associated pediatric mortality¶,**",2018,42,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,42,1
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,42,
"Syphilis, congenital",2018,42,
