Reporting Area,MMWR Year,MMWR Week,"Lyme disease, Current week","Lyme disease, Current week, flag","Lyme disease, Previous 52 weeks Med","Lyme disease, Previous 52 weeks Med, flag","Lyme disease, Previous 52 weeks Max","Lyme disease, Previous 52 weeks Max, flag","Lyme disease, Cum 2016","Lyme disease, Cum 2016, flag","Lyme disease, Cum 2015","Lyme disease, Cum 2015, flag","Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Med","Malaria, Previous 52 weeks Med, flag","Malaria, Previous 52 weeks Max","Malaria, Previous 52 weeks Max, flag","Malaria, Cum 2016","Malaria, Cum 2016, flag","Malaria, Cum 2015","Malaria, Cum 2015, flag","Meningococcal disease, invasive§, All serogroups, Current week","Meningococcal disease, invasive§, All serogroups, Current week, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max, flag","Meningococcal disease, invasive§, All serogroups, Cum 2016","Meningococcal disease, invasive§, All serogroups, Cum 2016, flag","Meningococcal disease, invasive§, All serogroups, Cum 2015","Meningococcal disease, invasive§, All serogroups, Cum 2015, flag",Location 1,Location 2
W.S. CENTRAL,2016,18,,-,1,,6,,5,,2,,,-,2,,9,,22,,13,,1,,0,,3,,14,,15,,,
SOUTH CAROLINA,2016,18,,-,1,,3,,16,,10,,,-,0,,1,,2,,1,,,-,0,,2,,3,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
OHIO,2016,18,1,,2,,18,,16,,13,,1,,1,,3,,10,,9,,1,,0,,2,,4,,10,,"OHIO
(40.056807, -82.405897)",
E.S. CENTRAL,2016,18,3,,2,,12,,33,,17,,,-,0,,4,,10,,7,,,-,0,,2,,6,,5,,,
MISSOURI,2016,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,0,,0,,,-,2,,"MISSOURI
(38.636168, -92.566292)",
MISSISSIPPI,2016,18,,-,0,,1,,,-,,-,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
ILLINOIS,2016,18,,-,3,,29,,4,,19,,,-,1,,3,,6,,12,,,-,0,,2,,4,,4,,"ILLINOIS
(40.477092, -88.993221)",
MONTANA,2016,18,,-,0,,1,,1,,,-,,-,0,,1,,3,,1,,,-,0,,1,,,-,,-,"MONTANA
(47.062617, -109.430168)",
TEXAS,2016,18,,-,1,,6,,5,,2,,,-,1,,8,,16,,6,,1,,0,,3,,10,,10,,"TEXAS
(31.827233, -99.423022)",
OKLAHOMA,2016,18,,-,0,,0,,,-,,-,,-,0,,1,,1,,2,,,-,0,,1,,1,,2,,"OKLAHOMA
(35.468494, -97.521264)",
E.N. CENTRAL,2016,18,1,,29,,244,,119,,203,,1,,2,,7,,24,,28,,1,,1,,4,,13,,22,,,
NEBRASKA,2016,18,1,,0,,2,,2,,1,,,-,0,,1,,1,,1,,,-,0,,1,,,-,1,,"NEBRASKA
(41.640503, -99.367122)",
MINNESOTA,2016,18,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"MINNESOTA
(44.943719, -93.094281)",
RHODE ISLAND,2016,18,2,,12,,77,,124,,82,,,-,0,,3,,1,,1,,,-,0,,1,,,-,2,,"RHODE ISLAND
(41.707447, -71.522488)",
WASHINGTON,2016,18,,-,0,,3,,1,,,-,,-,0,,3,,13,,2,,1,,0,,2,,6,,4,,"WASHINGTON
(47.517368, -120.467672)",
MAINE,2016,18,,-,16,,79,,89,,101,,1,,0,,3,,6,,,-,,-,0,,2,,1,,1,,"MAINE
(45.252223, -68.986647)",
GEORGIA,2016,18,,-,0,,1,,,-,,-,,-,1,,6,,11,,11,,,-,0,,2,,6,,8,,"GEORGIA
(32.836038, -83.631709)",
NEW JERSEY,2016,18,,-,58,,372,,240,,619,,,-,1,,5,,5,,12,,,-,0,,2,,2,,3,,"NEW JERSEY
(40.104655, -74.386686)",
NORTH CAROLINA,2016,18,,-,1,,56,,14,,26,,,-,0,,6,,9,,2,,,-,0,,1,,1,,3,,"NORTH CAROLINA
(35.47995, -79.180571)",
WYOMING,2016,18,,-,0,,0,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,"WYOMING
(43.23558, -108.110518)",
VIRGIN ISL.,2016,18,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
NEW YORK,2016,18,21,,46,,231,,321,,209,,1,,1,,7,,10,,13,,,-,0,,1,,2,,3,,"NEW YORK
(42.826892, -75.544286)",
ARKANSAS,2016,18,,-,0,,0,,,-,,-,,-,0,,2,,1,,2,,,-,0,,1,,1,,1,,"ARKANSAS
(34.748745, -92.275105)",
CALIFORNIA,2016,18,,-,1,,12,,6,,27,,,-,2,,6,,16,,28,,1,,1,,5,,29,,25,,"CALIFORNIA
(37.640735, -121.002435)",
DIST. OF COL.,2016,18,,-,1,,11,,9,,29,,,-,0,,1,,3,,4,,,-,0,,0,,,-,3,,DIST. OF COL.,
AMER. SAMOA,2016,18,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
MOUNTAIN,2016,18,,-,1,,2,,7,,11,,,-,1,,6,,4,,8,,1,,0,,2,,5,,7,,,
C.N.M.I.,2016,18,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
WEST VIRGINIA,2016,18,,-,3,,24,,18,,28,,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
KENTUCKY,2016,18,1,,1,,6,,9,,4,,,-,0,,1,,1,,1,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
S. ATLANTIC,2016,18,16,,72,,238,,542,,510,,2,,6,,17,,89,,55,,,-,1,,3,,21,,33,,,
OREGON,2016,18,,-,1,,4,,16,,10,,,-,0,,2,,6,,6,,,-,0,,3,,7,,12,,"OREGON
(44.567912, -120.156945)",
LOUISIANA,2016,18,,-,0,,0,,,-,,-,,-,0,,2,,4,,3,,,-,0,,2,,2,,2,,"LOUISIANA
(31.2931, -92.463284)",
MICHIGAN,2016,18,,-,3,,11,,22,,5,,,-,0,,2,,5,,2,,,-,0,,1,,1,,2,,"MICHIGAN
(44.66399, -84.711206)",
PACIFIC,2016,18,,-,2,,15,,26,,38,,,-,3,,7,,36,,37,,2,,2,,6,,44,,45,,,
SOUTH DAKOTA,2016,18,,-,0,,1,,1,,,-,,-,0,,1,,3,,1,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NORTH DAKOTA,2016,18,,-,0,,4,,,-,2,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW MEXICO,2016,18,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,1,,1,,"NEW MEXICO
(34.520396, -106.244402)",
GUAM,2016,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ARIZONA,2016,18,,-,0,,2,,2,,5,,,-,0,,2,,1,,1,,,-,0,,1,,1,,2,,"ARIZONA
(34.869712, -111.760902)",
IDAHO,2016,18,,-,0,,2,,3,,2,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
SOUTH DAKOTA,2016,19,,-,0,,1,,1,,,-,,-,0,,1,,3,,1,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
OREGON,2016,19,,-,1,,4,,16,,14,,,-,0,,2,,7,,6,,,-,0,,3,,7,,12,,"OREGON
(44.567912, -120.156945)",
NEBRASKA,2016,19,,-,0,,2,,2,,1,,,-,0,,1,,1,,1,,,-,0,,1,,,-,1,,"NEBRASKA
(41.640503, -99.367122)",
PUERTO RICO,2016,19,,N,0,,0,,,N,,N,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MAINE,2016,19,4,,16,,79,,114,,111,,,-,0,,3,,6,,,-,,-,0,,2,,1,,1,,"MAINE
(45.252223, -68.986647)",
RHODE ISLAND,2016,19,2,,12,,77,,135,,97,,,-,0,,3,,1,,1,,,-,0,,1,,,-,2,,"RHODE ISLAND
(41.707447, -71.522488)",
C.N.M.I.,2016,19,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
LOUISIANA,2016,19,,-,0,,0,,,-,,-,,-,0,,2,,4,,3,,,-,0,,2,,2,,4,,"LOUISIANA
(31.2931, -92.463284)",
NEW YORK CITY,2016,19,,-,3,,563,,589,,593,,3,,3,,17,,41,,22,,,-,0,,2,,3,,4,,NEW YORK CITY,
VIRGINIA,2016,19,11,,24,,120,,143,,155,,2,,1,,5,,12,,12,,1,,0,,2,,6,,5,,"VIRGINIA
(37.542699, -78.45822)",
NEW YORK,2016,19,32,,46,,231,,354,,226,,1,,1,,7,,11,,15,,,-,0,,1,,2,,4,,"NEW YORK
(42.826892, -75.544286)",
NORTH CAROLINA,2016,19,,-,2,,56,,33,,26,,,-,0,,6,,9,,7,,,-,0,,1,,1,,3,,"NORTH CAROLINA
(35.47995, -79.180571)",
DIST. OF COL.,2016,19,,N,0,,0,,,N,,N,,-,0,,1,,3,,4,,,-,0,,0,,,-,3,,DIST. OF COL.,
ARKANSAS,2016,19,,-,0,,0,,,-,,-,,-,0,,2,,1,,2,,,-,0,,1,,1,,1,,"ARKANSAS
(34.748745, -92.275105)",
NEW JERSEY,2016,19,1,,58,,372,,349,,683,,,-,1,,5,,5,,13,,,-,0,,2,,2,,3,,"NEW JERSEY
(40.104655, -74.386686)",
VIRGIN ISL.,2016,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
IOWA,2016,19,,-,2,,28,,16,,29,,,-,0,,2,,3,,3,,,-,0,,1,,2,,4,,"IOWA
(42.46942, -93.815856)",
AMER. SAMOA,2016,19,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
E.N. CENTRAL,2016,19,3,,23,,244,,144,,255,,2,,2,,7,,29,,29,,,-,1,,4,,17,,25,,,
E.S. CENTRAL,2016,19,,-,2,,12,,34,,18,,,-,0,,4,,10,,8,,,-,0,,2,,7,,6,,,
MICHIGAN,2016,19,1,,3,,11,,24,,5,,,-,0,,2,,5,,2,,,-,0,,1,,1,,2,,"MICHIGAN
(44.66399, -84.711206)",
W.N. CENTRAL,2016,19,,-,4,,30,,23,,35,,,-,1,,3,,7,,9,,,-,0,,2,,3,,11,,,
NEW ENGLAND,2016,19,7,,109,,746,,424,,1350,,,-,2,,7,,27,,16,,,-,0,,2,,9,,11,,,
W.S. CENTRAL,2016,19,,-,1,,6,,6,,2,,,-,2,,9,,23,,15,,,-,0,,3,,14,,18,,,
MONTANA,2016,19,,-,0,,1,,1,,,-,,-,0,,1,,3,,1,,,-,0,,1,,,-,,-,"MONTANA
(47.062617, -109.430168)",
CALIFORNIA,2016,19,,-,1,,12,,9,,29,,,-,2,,6,,16,,29,,1,,1,,5,,29,,25,,"CALIFORNIA
(37.640735, -121.002435)",
IDAHO,2016,19,,-,0,,2,,4,,3,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
HAWAII,2016,19,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,2,,,-,2,,"HAWAII
(21.30992, -157.858158)",
INDIANA,2016,19,,-,1,,17,,2,,19,,,-,0,,2,,1,,3,,,-,0,,1,,3,,3,,"INDIANA
(39.76845, -86.156212)",
PACIFIC,2016,19,,-,2,,15,,29,,45,,,-,3,,7,,37,,38,,1,,2,,6,,44,,45,,,
GUAM,2016,19,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
ARIZONA,2016,19,,-,0,,2,,2,,6,,1,,0,,2,,3,,3,,,-,0,,1,,1,,2,,"ARIZONA
(34.869712, -111.760902)",
S. ATLANTIC,2016,19,35,,72,,231,,609,,537,,7,,7,,17,,97,,70,,2,,1,,3,,24,,33,,,
KENTUCKY,2016,19,,-,1,,6,,9,,5,,,-,0,,1,,1,,2,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
UTAH,2016,19,,-,0,,1,,1,,2,,,-,0,,2,,,-,2,,,-,0,,1,,2,,1,,"UTAH
(39.359772, -111.584173)",
TENNESSEE,2016,19,,-,0,,4,,5,,,-,,-,0,,2,,3,,3,,,-,0,,1,,3,,1,,"TENNESSEE
(35.681402, -85.774444)",
NEVADA,2016,19,,-,0,,1,,,-,1,,,-,0,,2,,,-,,-,,-,0,,1,,,-,1,,"NEVADA
(39.491833, -117.070159)",
MID. ATLANTIC,2016,19,371,,246,,1216,,3020,,2246,,4,,6,,24,,64,,60,,,-,0,,4,,11,,16,,,
WISCONSIN,2016,19,1,,16,,184,,89,,192,,,-,0,,1,,3,,2,,,-,0,,2,,3,,5,,"WISCONSIN
(44.395526, -89.834513)",
WEST VIRGINIA,2016,19,,-,3,,24,,26,,31,,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MOUNTAIN,2016,19,,-,1,,2,,8,,13,,1,,1,,6,,6,,11,,,-,0,,2,,5,,8,,,
MISSISSIPPI,2016,19,,-,0,,1,,,-,,-,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
ALASKA,2016,19,,-,0,,2,,3,,2,,,-,0,,2,,1,,1,,,-,0,,2,,2,,2,,"ALASKA
(64.836661, -147.738891)",
CONNECTICUT,2016,19,1,,28,,186,,110,,340,,,-,0,,2,,1,,2,,,-,0,,1,,2,,2,,"CONNECTICUT
(41.544654, -72.651713)",
WASHINGTON,2016,19,,-,0,,3,,1,,,-,,-,0,,3,,13,,2,,,-,0,,2,,6,,4,,"WASHINGTON
(47.517368, -120.467672)",
MARYLAND,2016,19,13,,26,,114,,248,,225,,4,,2,,9,,41,,22,,,-,0,,1,,1,,1,,"MARYLAND
(39.290443, -76.612333)",
ILLINOIS,2016,19,,-,3,,29,,11,,26,,,-,1,,3,,8,,13,,,-,0,,2,,6,,5,,"ILLINOIS
(40.477092, -88.993221)",
MISSOURI,2016,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,0,,0,,,-,2,,"MISSOURI
(38.636168, -92.566292)",
NEW MEXICO,2016,19,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,1,,1,,"NEW MEXICO
(34.520396, -106.244402)",
VERMONT,2016,19,,-,8,,59,,28,,64,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,"VERMONT
(43.622479, -72.51927)",
NORTH DAKOTA,2016,19,,-,0,,4,,,-,2,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
UNITED STATES,2016,19,416,,487,,2337,,4297,,4501,,14,,23,,58,,300,,256,,3,,7,,18,,134,,173,,,
DELAWARE,2016,19,6,,8,,31,,110,,61,,,-,0,,2,,7,,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ALABAMA,2016,19,,-,1,,4,,20,,13,,,-,0,,2,,4,,3,,,-,0,,1,,3,,4,,"ALABAMA
(32.839182, -86.631125)",
OHIO,2016,19,1,,2,,18,,18,,13,,2,,1,,3,,12,,9,,,-,0,,2,,4,,10,,"OHIO
(40.056807, -82.405897)",
KANSAS,2016,19,,-,0,,3,,4,,2,,,-,0,,1,,,-,1,,,-,0,,1,,,-,2,,"KANSAS
(38.345528, -98.201847)",
NEW HAMPSHIRE,2016,19,,-,1,,65,,29,,140,,,-,0,,3,,4,,,-,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OKLAHOMA,2016,19,,-,0,,0,,,-,,-,,-,0,,1,,1,,2,,,-,0,,1,,1,,2,,"OKLAHOMA
(35.468494, -97.521264)",
TEXAS,2016,19,,-,1,,6,,6,,2,,,-,1,,8,,17,,8,,,-,0,,3,,10,,11,,"TEXAS
(31.827233, -99.423022)",
SOUTH CAROLINA,2016,19,1,,1,,3,,17,,11,,,-,0,,1,,2,,1,,,-,0,,2,,3,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
WYOMING,2016,19,,-,0,,0,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,"WYOMING
(43.23558, -108.110518)",
MASSACHUSETTS,2016,19,,-,27,,416,,8,,598,,,-,1,,4,,14,,13,,,-,0,,2,,6,,5,,"MASSACHUSETTS
(42.268546, -72.085064)",
GEORGIA,2016,19,,-,0,,1,,,-,,-,,-,1,,6,,11,,12,,,-,0,,2,,6,,8,,"GEORGIA
(32.836038, -83.631709)",
FLORIDA,2016,19,4,,3,,15,,32,,28,,1,,1,,3,,11,,12,,1,,0,,2,,7,,13,,"FLORIDA
(28.915325, -81.922409)",
COLORADO,2016,19,,-,0,,0,,,-,,-,,-,0,,5,,,-,4,,,-,0,,1,,1,,2,,"COLORADO
(38.841772, -106.132562)",
MINNESOTA,2016,19,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"MINNESOTA
(44.943719, -93.094281)",
PENNSYLVANIA,2016,19,338,,101,,764,,1728,,744,,,-,0,,3,,7,,10,,,-,0,,2,,4,,5,,"PENNSYLVANIA
(40.789676, -77.858055)",
KENTUCKY,2016,20,,-,1,,6,,9,,7,,,-,0,,1,,1,,2,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
GEORGIA,2016,20,,-,0,,2,,,-,,-,,-,1,,6,,11,,14,,,-,0,,3,,7,,8,,"GEORGIA
(32.836038, -83.631709)",
OKLAHOMA,2016,20,,-,0,,0,,,-,,-,,-,0,,1,,1,,2,,,-,0,,1,,1,,2,,"OKLAHOMA
(35.468494, -97.521264)",
E.N. CENTRAL,2016,20,2,,18,,244,,178,,312,,,-,2,,7,,31,,32,,,-,1,,4,,17,,25,,,
NEW ENGLAND,2016,20,2,,105,,746,,463,,1492,,,-,2,,7,,30,,16,,,-,0,,2,,10,,13,,,
W.S. CENTRAL,2016,20,,-,1,,6,,6,,4,,,-,2,,9,,24,,15,,2,,1,,3,,18,,20,,,
W.N. CENTRAL,2016,20,,-,16,,179,,32,,224,,,-,1,,5,,8,,22,,,-,0,,2,,4,,16,,,
E.S. CENTRAL,2016,20,1,,2,,11,,37,,16,,,-,0,,4,,11,,10,,,-,0,,2,,7,,6,,,
MID. ATLANTIC,2016,20,317,,251,,1256,,3270,,1921,,5,,7,,16,,70,,72,,,-,0,,4,,11,,16,,,
OREGON,2016,20,1,,1,,3,,18,,14,,,-,0,,2,,7,,7,,,-,0,,3,,7,,12,,"OREGON
(44.567912, -120.156945)",
ILLINOIS,2016,20,,-,3,,29,,16,,33,,,-,1,,3,,10,,14,,,-,0,,2,,6,,5,,"ILLINOIS
(40.477092, -88.993221)",
KANSAS,2016,20,,-,0,,3,,6,,3,,,-,0,,1,,1,,2,,,-,0,,1,,1,,2,,"KANSAS
(38.345528, -98.201847)",
PACIFIC,2016,20,1,,2,,25,,31,,46,,2,,2,,22,,40,,39,,2,,2,,11,,48,,42,,,
WEST VIRGINIA,2016,20,,-,3,,24,,33,,31,,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MARYLAND,2016,20,9,,26,,114,,266,,241,,8,,3,,9,,49,,24,,,-,0,,1,,1,,1,,"MARYLAND
(39.290443, -76.612333)",
MISSISSIPPI,2016,20,,-,0,,1,,,-,,-,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
MISSOURI,2016,20,,-,0,,2,,,-,,-,,-,0,,3,,,-,6,,,-,0,,1,,,-,6,,"MISSOURI
(38.636168, -92.566292)",
CALIFORNIA,2016,20,,-,1,,12,,9,,30,,,-,2,,6,,17,,31,,,-,1,,5,,30,,26,,"CALIFORNIA
(37.640735, -121.002435)",
CONNECTICUT,2016,20,,-,26,,186,,142,,381,,,-,0,,2,,1,,2,,,-,0,,1,,2,,3,,"CONNECTICUT
(41.544654, -72.651713)",
MAINE,2016,20,1,,16,,79,,118,,127,,,-,0,,3,,6,,,-,,-,0,,2,,1,,1,,"MAINE
(45.252223, -68.986647)",
GUAM,2016,20,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW JERSEY,2016,20,,-,55,,372,,486,,753,,,-,1,,5,,5,,17,,,-,0,,2,,2,,4,,"NEW JERSEY
(40.104655, -74.386686)",
ARKANSAS,2016,20,,-,0,,0,,,-,,-,,-,0,,2,,1,,2,,,-,0,,1,,1,,2,,"ARKANSAS
(34.748745, -92.275105)",
C.N.M.I.,2016,20,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
NORTH CAROLINA,2016,20,,-,2,,56,,33,,28,,,-,0,,6,,9,,8,,,-,0,,1,,1,,3,,"NORTH CAROLINA
(35.47995, -79.180571)",
VIRGIN ISL.,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
ALABAMA,2016,20,1,,0,,3,,21,,9,,,-,0,,2,,4,,4,,,-,0,,1,,3,,4,,"ALABAMA
(32.839182, -86.631125)",
NEW YORK CITY,2016,20,1,,14,,563,,590,,109,,2,,4,,12,,43,,29,,,-,0,,2,,3,,3,,NEW YORK CITY,
TENNESSEE,2016,20,,-,0,,4,,7,,,-,,-,0,,2,,4,,4,,,-,0,,1,,3,,1,,"TENNESSEE
(35.681402, -85.774444)",
NEW YORK,2016,20,48,,46,,231,,397,,244,,1,,1,,7,,12,,16,,,-,0,,1,,2,,4,,"NEW YORK
(42.826892, -75.544286)",
DIST. OF COL.,2016,20,,N,0,,0,,,N,,N,,-,0,,1,,3,,4,,,-,0,,0,,,-,3,,DIST. OF COL.,
COLORADO,2016,20,,-,0,,0,,,-,,-,,-,0,,5,,,-,4,,,-,0,,1,,1,,3,,"COLORADO
(38.841772, -106.132562)",
INDIANA,2016,20,,-,1,,17,,5,,20,,,-,0,,2,,1,,3,,,-,0,,1,,3,,3,,"INDIANA
(39.76845, -86.156212)",
MOUNTAIN,2016,20,,-,1,,2,,8,,13,,,-,1,,6,,7,,11,,,-,0,,2,,5,,9,,,
FLORIDA,2016,20,2,,3,,15,,34,,29,,1,,1,,3,,12,,14,,,-,0,,2,,7,,13,,"FLORIDA
(28.915325, -81.922409)",
NEW HAMPSHIRE,2016,20,,-,1,,65,,30,,152,,,-,0,,3,,4,,,-,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
S. ATLANTIC,2016,20,27,,72,,231,,654,,575,,10,,7,,17,,108,,78,,,-,1,,4,,25,,33,,,
AMER. SAMOA,2016,20,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
WISCONSIN,2016,20,,-,12,,184,,111,,234,,,-,0,,1,,3,,2,,,-,0,,1,,3,,5,,"WISCONSIN
(44.395526, -89.834513)",
MONTANA,2016,20,,-,0,,1,,1,,,-,,-,0,,1,,3,,1,,,-,0,,1,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MICHIGAN,2016,20,,-,2,,11,,24,,9,,,-,0,,2,,5,,4,,,-,0,,1,,1,,2,,"MICHIGAN
(44.66399, -84.711206)",
UNITED STATES,2016,20,350,,505,,2504,,4679,,4603,,17,,25,,58,,329,,295,,4,,6,,19,,145,,180,,,
ARIZONA,2016,20,,-,0,,2,,2,,6,,,-,0,,2,,4,,3,,,-,0,,1,,1,,2,,"ARIZONA
(34.869712, -111.760902)",
NEBRASKA,2016,20,,-,0,,2,,2,,1,,,-,0,,1,,1,,1,,,-,0,,1,,,-,1,,"NEBRASKA
(41.640503, -99.367122)",
WYOMING,2016,20,,-,0,,0,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,"WYOMING
(43.23558, -108.110518)",
VIRGINIA,2016,20,10,,24,,120,,154,,164,,,-,1,,5,,12,,13,,,-,0,,2,,6,,5,,"VIRGINIA
(37.542699, -78.45822)",
SOUTH CAROLINA,2016,20,,-,1,,3,,17,,13,,,-,0,,1,,2,,1,,,-,0,,2,,3,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
IDAHO,2016,20,,-,0,,2,,4,,3,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
MINNESOTA,2016,20,,-,15,,150,,,-,174,,,-,0,,4,,,-,7,,,-,0,,1,,,-,3,,"MINNESOTA
(44.943719, -93.094281)",
ALASKA,2016,20,,-,0,,2,,3,,2,,1,,0,,2,,2,,1,,1,,0,,2,,3,,2,,"ALASKA
(64.836661, -147.738891)",
VERMONT,2016,20,1,,8,,59,,29,,67,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,"VERMONT
(43.622479, -72.51927)",
NORTH DAKOTA,2016,20,,-,0,,4,,,-,4,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
TEXAS,2016,20,,-,1,,6,,6,,3,,,-,1,,8,,18,,8,,2,,0,,3,,14,,12,,"TEXAS
(31.827233, -99.423022)",
IOWA,2016,20,,-,2,,28,,22,,42,,,-,0,,2,,3,,3,,,-,0,,1,,2,,4,,"IOWA
(42.46942, -93.815856)",
LOUISIANA,2016,20,,-,0,,1,,,-,1,,,-,0,,2,,4,,3,,,-,0,,1,,2,,4,,"LOUISIANA
(31.2931, -92.463284)",
OHIO,2016,20,2,,2,,18,,22,,16,,,-,1,,3,,12,,9,,,-,0,,2,,4,,10,,"OHIO
(40.056807, -82.405897)",
UTAH,2016,20,,-,0,,1,,1,,2,,,-,0,,2,,,-,2,,,-,0,,1,,2,,1,,"UTAH
(39.359772, -111.584173)",
MASSACHUSETTS,2016,20,,-,26,,416,,9,,661,,,-,1,,4,,16,,13,,,-,0,,2,,7,,6,,"MASSACHUSETTS
(42.268546, -72.085064)",
HAWAII,2016,20,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,2,,1,,2,,"HAWAII
(21.30992, -157.858158)",
NEVADA,2016,20,,-,0,,1,,,-,1,,,-,0,,2,,,-,,-,,-,0,,0,,,-,1,,"NEVADA
(39.491833, -117.070159)",
NEW MEXICO,2016,20,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,1,,1,,"NEW MEXICO
(34.520396, -106.244402)",
SOUTH DAKOTA,2016,20,,-,0,,1,,2,,,-,,-,0,,1,,3,,2,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
PUERTO RICO,2016,20,,N,0,,0,,,N,,N,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
DELAWARE,2016,20,6,,8,,31,,117,,69,,1,,0,,2,,9,,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
PENNSYLVANIA,2016,20,268,,107,,764,,1797,,815,,2,,0,,3,,10,,10,,,-,0,,2,,4,,5,,"PENNSYLVANIA
(40.789676, -77.858055)",
