Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis and Anaplasmosis§, Ehrlichia chaffeensis, Current week","Ehrlichiosis and Anaplasmosis§, Ehrlichia chaffeensis, Current week, flag","Ehrlichiosis and Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Med","Ehrlichiosis and Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Med, flag","Ehrlichiosis and Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Max","Ehrlichiosis and Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Max, flag","Ehrlichiosis and Anaplasmosis§, Ehrlichia chaffeensis, Cum 2017","Ehrlichiosis and Anaplasmosis§, Ehrlichia chaffeensis, Cum 2017, flag","Ehrlichiosis and Anaplasmosis§, Ehrlichia chaffeensis, Cum 2016","Ehrlichiosis and Anaplasmosis§, Ehrlichia chaffeensis, Cum 2016, flag","Ehrlichiosis and Anaplasmosis§, Anaplasma phagocytophilum, Current week","Ehrlichiosis and Anaplasmosis§, Anaplasma phagocytophilum, Current week, flag","Ehrlichiosis and Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Med","Ehrlichiosis and Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Med, flag","Ehrlichiosis and Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Max","Ehrlichiosis and Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Max, flag","Ehrlichiosis and Anaplasmosis§, Anaplasma phagocytophilum, Cum 2017","Ehrlichiosis and Anaplasmosis§, Anaplasma phagocytophilum, Cum 2017, flag","Ehrlichiosis and Anaplasmosis§, Anaplasma phagocytophilum, Cum 2016","Ehrlichiosis and Anaplasmosis§, Anaplasma phagocytophilum, Cum 2016, flag","Ehrlichiosis and Anaplasmosis§, Undetermined, Current week","Ehrlichiosis and Anaplasmosis§, Undetermined, Current week, flag","Ehrlichiosis and Anaplasmosis§, Undetermined, Previous 52 weeks Med","Ehrlichiosis and Anaplasmosis§, Undetermined, Previous 52 weeks Med, flag","Ehrlichiosis and Anaplasmosis§, Undetermined, Previous 52 weeks Max","Ehrlichiosis and Anaplasmosis§, Undetermined, Previous 52 weeks Max, flag","Ehrlichiosis and Anaplasmosis§, Undetermined, Cum 2017","Ehrlichiosis and Anaplasmosis§, Undetermined, Cum 2017, flag","Ehrlichiosis and Anaplasmosis§, Undetermined, Cum 2016","Ehrlichiosis and Anaplasmosis§, Undetermined, Cum 2016, flag",Location 1,Location 2
WEST VIRGINIA,2017,32,,-,0,,2,,2,,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
SOUTH DAKOTA,2017,32,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NORTH DAKOTA,2017,32,,-,0,,1,,,-,1,,,-,0,,2,,11,,9,,,-,0,,2,,2,,3,,"NORTH DAKOTA
(47.475879, -100.121011)",
ARIZONA,2017,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,3,,2,,"ARIZONA
(34.869712, -111.760902)",
NEW ENGLAND,2017,32,,-,1,,3,,22,,45,,14,,26,,131,,1221,,1146,,1,,0,,2,,9,,3,,,
MID. ATLANTIC,2017,32,4,,3,,65,,105,,108,,46,,13,,84,,865,,572,,2,,0,,4,,21,,25,,,
OREGON,2017,32,,-,0,,1,,,-,1,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
SOUTH CAROLINA,2017,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"SOUTH CAROLINA
(34.009286, -81.037094)",
HAWAII,2017,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
MISSOURI,2017,32,6,,3,,24,,211,,171,,1,,0,,3,,14,,6,,1,,0,,2,,6,,6,,"MISSOURI
(38.636168, -92.566292)",
RHODE ISLAND,2017,32,,-,0,,2,,4,,26,,,-,1,,13,,24,,92,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
DELAWARE,2017,32,,-,0,,3,,14,,12,,,-,0,,2,,5,,4,,,-,0,,1,,,-,1,,"DELAWARE
(39.008676, -75.574561)",
UTAH,2017,32,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
GUAM,2017,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
VIRGIN ISL.,2017,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
S. ATLANTIC,2017,32,,-,2,,13,,116,,183,,,-,1,,4,,32,,36,,,-,0,,1,,3,,8,,,
E.S. CENTRAL,2017,32,3,,2,,12,,120,,116,,,-,0,,4,,16,,10,,,-,0,,2,,7,,7,,,
CONNECTICUT,2017,32,,-,0,,0,,,-,1,,,-,0,,8,,,-,50,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
AMER. SAMOA,2017,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
NORTH CAROLINA,2017,32,,-,0,,4,,33,,43,,,-,0,,2,,9,,12,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
INDIANA,2017,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,4,,16,,15,,"INDIANA
(39.76845, -86.156212)",
UNITED STATES,2017,32,30,,16,,139,,791,,882,,61,,60,,239,,2593,,2816,,4,,3,,11,,100,,133,,,
DIST. OF COL.,2017,32,,-,0,,0,,,-,4,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NEBRASKA,2017,32,,-,0,,2,,,-,3,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
OKLAHOMA,2017,32,12,,0,,60,,16,,1,,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
WISCONSIN,2017,32,,-,0,,4,,22,,19,,,-,7,,50,,417,,439,,,-,0,,5,,26,,32,,"WISCONSIN
(44.395526, -89.834513)",
MOUNTAIN,2017,32,,-,0,,0,,,-,1,,,-,0,,1,,2,,,-,,-,0,,1,,3,,2,,,
PENNSYLVANIA,2017,32,,-,0,,1,,,-,4,,,-,0,,4,,1,,36,,,-,0,,2,,,-,9,,"PENNSYLVANIA
(40.789676, -77.858055)",
ARKANSAS,2017,32,5,,3,,13,,124,,133,,,-,0,,1,,3,,7,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
MASSACHUSETTS,2017,32,,-,0,,1,,8,,8,,,-,10,,77,,704,,601,,,-,0,,1,,2,,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
FLORIDA,2017,32,,-,0,,2,,10,,18,,,-,0,,2,,5,,4,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
MAINE,2017,32,,-,0,,1,,4,,2,,11,,5,,32,,324,,235,,1,,0,,1,,3,,2,,"MAINE
(45.252223, -68.986647)",
NEW YORK,2017,32,3,,2,,64,,55,,38,,39,,11,,73,,739,,426,,2,,0,,4,,16,,12,,"NEW YORK
(42.826892, -75.544286)",
MONTANA,2017,32,,-,0,,0,,,-,1,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
WYOMING,2017,32,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
GEORGIA,2017,32,,-,0,,1,,1,,12,,,-,0,,0,,,-,,-,,-,0,,1,,1,,2,,"GEORGIA
(32.836038, -83.631709)",
NEW HAMPSHIRE,2017,32,,-,0,,1,,1,,6,,,-,0,,1,,3,,53,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW YORK CITY,2017,32,1,,0,,4,,13,,7,,7,,0,,14,,52,,34,,,-,0,,1,,2,,,-,,
PACIFIC,2017,32,,-,0,,1,,,-,1,,,-,0,,2,,,-,5,,,-,0,,4,,6,,1,,,
W.S. CENTRAL,2017,32,17,,3,,67,,150,,142,,,-,0,,3,,4,,8,,,-,0,,1,,,-,1,,,
ALABAMA,2017,32,,-,0,,1,,6,,7,,,-,0,,1,,3,,4,,,-,0,,0,,,-,3,,"ALABAMA
(32.839182, -86.631125)",
TENNESSEE,2017,32,2,,1,,10,,52,,70,,,-,0,,4,,11,,5,,,-,0,,2,,2,,3,,"TENNESSEE
(35.681402, -85.774444)",
NEW MEXICO,2017,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
IOWA,2017,32,,-,0,,2,,6,,2,,,-,0,,1,,4,,4,,,-,0,,1,,1,,2,,"IOWA
(42.46942, -93.815856)",
W.N. CENTRAL,2017,32,6,,4,,27,,238,,227,,1,,2,,32,,30,,583,,1,,0,,3,,9,,39,,,
KENTUCKY,2017,32,1,,1,,8,,56,,33,,,-,0,,1,,2,,1,,,-,0,,2,,3,,1,,"KENTUCKY
(37.64591, -84.774043)",
MINNESOTA,2017,32,,-,0,,1,,,-,4,,,-,0,,31,,,-,557,,,-,0,,2,,,-,27,,"MINNESOTA
(46.357661, -94.793397)",
LOUISIANA,2017,32,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
C.N.M.I.,2017,32,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
WASHINGTON,2017,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
NEW JERSEY,2017,32,,-,1,,6,,37,,59,,,-,2,,9,,73,,76,,,-,0,,2,,3,,4,,"NEW JERSEY
(40.104655, -74.386686)",
CALIFORNIA,2017,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,5,,,-,0,,4,,6,,1,,"CALIFORNIA
(37.640735, -121.002435)",
KANSAS,2017,32,,-,0,,4,,21,,46,,,-,0,,0,,,-,4,,,-,0,,0,,,-,1,,"KANSAS
(38.345528, -98.201847)",
ALASKA,2017,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
VIRGINIA,2017,32,,-,0,,8,,39,,56,,,-,0,,2,,9,,9,,,-,0,,1,,1,,3,,"VIRGINIA
(37.542699, -78.45822)",
MISSISSIPPI,2017,32,,-,0,,2,,6,,6,,,-,0,,0,,,-,,-,,-,0,,1,,2,,,-,"MISSISSIPPI
(32.738663, -89.537312)",
MICHIGAN,2017,32,,-,0,,2,,1,,6,,,-,0,,1,,1,,5,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
IDAHO,2017,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
MAINE,2017,33,1,,0,,1,,5,,2,,6,,5,,32,,331,,249,,,-,0,,1,,3,,3,,"MAINE
(45.252223, -68.986647)",
C.N.M.I.,2017,33,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
LOUISIANA,2017,33,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
OREGON,2017,33,,-,0,,1,,,-,1,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
OHIO,2017,33,,-,0,,2,,11,,6,,,-,0,,2,,4,,4,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
VERMONT,2017,33,,-,0,,1,,5,,2,,,-,3,,23,,167,,115,,,-,0,,1,,4,,1,,"VERMONT
(43.622479, -72.51927)",
ALABAMA,2017,33,,-,0,,1,,6,,7,,,-,0,,1,,3,,5,,,-,0,,0,,,-,3,,"ALABAMA
(32.839182, -86.631125)",
PENNSYLVANIA,2017,33,,-,0,,1,,,-,5,,,-,0,,4,,2,,39,,,-,0,,2,,,-,11,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW ENGLAND,2017,33,1,,1,,3,,23,,45,,6,,25,,131,,1229,,1188,,,-,0,,2,,9,,4,,,
KANSAS,2017,33,,-,0,,4,,21,,47,,,-,0,,0,,,-,4,,,-,0,,0,,,-,1,,"KANSAS
(38.345528, -98.201847)",
NEW HAMPSHIRE,2017,33,,-,0,,1,,1,,6,,,-,0,,1,,3,,54,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
VIRGINIA,2017,33,2,,1,,8,,45,,64,,,-,0,,2,,9,,10,,,-,0,,1,,1,,3,,"VIRGINIA
(37.542699, -78.45822)",
S. ATLANTIC,2017,33,2,,2,,13,,125,,196,,,-,1,,4,,33,,39,,,-,0,,1,,3,,8,,,
MARYLAND,2017,33,,-,0,,4,,17,,35,,,-,0,,1,,4,,6,,,-,0,,1,,1,,1,,"MARYLAND
(39.290443, -76.612333)",
WEST VIRGINIA,2017,33,,-,0,,2,,2,,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
NORTH CAROLINA,2017,33,,-,0,,4,,33,,46,,,-,0,,2,,9,,13,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
PUERTO RICO,2017,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
DIST. OF COL.,2017,33,,-,0,,0,,,-,4,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MISSOURI,2017,33,,-,3,,24,,211,,176,,,-,0,,3,,14,,6,,,-,0,,2,,6,,6,,"MISSOURI
(38.636168, -92.566292)",
MASSACHUSETTS,2017,33,,-,0,,1,,8,,8,,,-,9,,77,,704,,621,,,-,0,,1,,2,,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
DELAWARE,2017,33,,-,0,,3,,17,,12,,,-,0,,2,,6,,4,,,-,0,,0,,,-,1,,"DELAWARE
(39.008676, -75.574561)",
UNITED STATES,2017,33,17,,16,,139,,847,,921,,48,,60,,242,,2661,,2916,,1,,3,,11,,103,,142,,,
PACIFIC,2017,33,,-,0,,1,,,-,1,,,-,0,,2,,,-,5,,,-,0,,4,,6,,1,,,
RHODE ISLAND,2017,33,,-,0,,2,,4,,26,,,-,1,,13,,24,,96,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
GUAM,2017,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
ALASKA,2017,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
ARKANSAS,2017,33,,-,3,,13,,130,,139,,,-,0,,1,,3,,7,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
WYOMING,2017,33,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
WASHINGTON,2017,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
MID. ATLANTIC,2017,33,8,,3,,65,,122,,112,,41,,13,,86,,920,,609,,1,,0,,4,,22,,27,,,
UTAH,2017,33,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
COLORADO,2017,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
ARIZONA,2017,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,3,,2,,"ARIZONA
(34.869712, -111.760902)",
W.N. CENTRAL,2017,33,,-,4,,27,,240,,234,,,-,2,,32,,31,,590,,,-,0,,3,,9,,40,,,
W.S. CENTRAL,2017,33,3,,3,,67,,159,,150,,,-,0,,3,,4,,8,,,-,0,,0,,,-,1,,,
MINNESOTA,2017,33,,-,0,,1,,,-,4,,,-,0,,31,,,-,564,,,-,0,,2,,,-,28,,"MINNESOTA
(46.357661, -94.793397)",
NORTH DAKOTA,2017,33,,-,0,,1,,,-,2,,,-,0,,3,,12,,9,,,-,0,,2,,2,,3,,"NORTH DAKOTA
(47.475879, -100.121011)",
VIRGIN ISL.,2017,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NEW YORK,2017,33,6,,2,,64,,63,,41,,34,,11,,73,,773,,457,,1,,0,,4,,17,,12,,"NEW YORK
(42.826892, -75.544286)",
INDIANA,2017,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,5,,18,,15,,"INDIANA
(39.76845, -86.156212)",
AMER. SAMOA,2017,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
NEW JERSEY,2017,33,,-,1,,8,,44,,59,,,-,2,,10,,86,,78,,,-,0,,2,,3,,4,,"NEW JERSEY
(40.104655, -74.386686)",
MISSISSIPPI,2017,33,,-,0,,2,,7,,8,,,-,0,,0,,,-,,-,,-,0,,1,,2,,,-,"MISSISSIPPI
(32.738663, -89.537312)",
E.N. CENTRAL,2017,33,,-,1,,7,,47,,60,,,-,6,,50,,425,,464,,,-,1,,7,,44,,50,,,
MOUNTAIN,2017,33,,-,0,,0,,,-,1,,,-,0,,1,,2,,,-,,-,0,,1,,3,,2,,,
KENTUCKY,2017,33,1,,1,,8,,58,,36,,,-,0,,1,,2,,1,,,-,0,,2,,3,,1,,"KENTUCKY
(37.64591, -84.774043)",
NEBRASKA,2017,33,,-,0,,2,,,-,3,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
E.S. CENTRAL,2017,33,3,,2,,14,,131,,122,,1,,0,,4,,17,,13,,,-,0,,2,,7,,9,,,
SOUTH CAROLINA,2017,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"SOUTH CAROLINA
(34.009286, -81.037094)",
OKLAHOMA,2017,33,3,,0,,60,,19,,1,,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
GEORGIA,2017,33,,-,0,,1,,1,,12,,,-,0,,0,,,-,,-,,-,0,,1,,1,,2,,"GEORGIA
(32.836038, -83.631709)",
NEW MEXICO,2017,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
IOWA,2017,33,,-,0,,2,,8,,2,,,-,0,,1,,4,,4,,,-,0,,1,,1,,2,,"IOWA
(42.46942, -93.815856)",
IDAHO,2017,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
WISCONSIN,2017,33,,-,0,,4,,22,,19,,,-,6,,50,,417,,447,,,-,0,,5,,26,,35,,"WISCONSIN
(44.395526, -89.834513)",
HAWAII,2017,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
NEVADA,2017,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
FLORIDA,2017,33,,-,0,,2,,10,,18,,,-,0,,2,,5,,4,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
CONNECTICUT,2017,33,,-,0,,0,,,-,1,,,-,0,,8,,,-,53,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
CALIFORNIA,2017,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,5,,,-,0,,4,,6,,1,,"CALIFORNIA
(37.640735, -121.002435)",
ILLINOIS,2017,33,,-,0,,3,,13,,29,,,-,0,,1,,3,,8,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
TEXAS,2017,33,,-,0,,2,,10,,9,,,-,0,,1,,1,,1,,,-,0,,0,,,-,1,,"TEXAS
(31.827233, -99.423022)",
MICHIGAN,2017,33,,-,0,,2,,1,,6,,,-,0,,1,,1,,5,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
SOUTH DAKOTA,2017,33,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW YORK CITY,2017,33,2,,0,,4,,15,,7,,7,,0,,14,,59,,35,,,-,0,,1,,2,,,-,,
MONTANA,2017,33,,-,0,,0,,,-,1,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
TENNESSEE,2017,33,2,,1,,7,,60,,71,,1,,0,,4,,12,,7,,,-,0,,2,,2,,5,,"TENNESSEE
(35.681402, -85.774444)",
KENTUCKY,2017,34,,-,1,,8,,58,,37,,,-,0,,1,,2,,1,,,-,0,,2,,3,,1,,"KENTUCKY
(37.64591, -84.774043)",
DELAWARE,2017,34,1,,0,,3,,18,,12,,,-,0,,2,,6,,4,,,-,0,,0,,,-,1,,"DELAWARE
(39.008676, -75.574561)",
GUAM,2017,34,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
ARIZONA,2017,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,3,,2,,"ARIZONA
(34.869712, -111.760902)",
E.N. CENTRAL,2017,34,,-,1,,7,,46,,61,,,-,7,,50,,428,,476,,,-,1,,7,,48,,54,,,
SOUTH DAKOTA,2017,34,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEVADA,2017,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
UNITED STATES,2017,34,9,,16,,139,,898,,951,,36,,58,,242,,2716,,2997,,2,,3,,12,,110,,152,,,
NEW ENGLAND,2017,34,,-,1,,3,,23,,47,,10,,23,,131,,1242,,1221,,,-,0,,2,,9,,4,,,
OHIO,2017,34,,-,0,,2,,11,,6,,,-,0,,2,,4,,4,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
RHODE ISLAND,2017,34,,-,0,,2,,4,,27,,,-,1,,13,,24,,102,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
OKLAHOMA,2017,34,,-,0,,60,,19,,1,,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
ILLINOIS,2017,34,,-,0,,3,,13,,29,,,-,0,,1,,4,,8,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
WEST VIRGINIA,2017,34,,-,0,,2,,2,,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
W.S. CENTRAL,2017,34,5,,3,,67,,167,,153,,,-,0,,3,,4,,9,,,-,0,,0,,,-,1,,,
MISSISSIPPI,2017,34,,-,0,,2,,6,,8,,,-,0,,0,,,-,,-,,-,0,,1,,2,,,-,"MISSISSIPPI
(32.738663, -89.537312)",
GEORGIA,2017,34,,-,0,,1,,1,,12,,,-,0,,0,,,-,,-,,-,0,,1,,1,,2,,"GEORGIA
(32.836038, -83.631709)",
CALIFORNIA,2017,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,5,,,-,0,,4,,7,,1,,"CALIFORNIA
(37.640735, -121.002435)",
NEW JERSEY,2017,34,,-,1,,8,,48,,60,,,-,2,,10,,93,,82,,,-,0,,2,,3,,6,,"NEW JERSEY
(40.104655, -74.386686)",
ARKANSAS,2017,34,5,,3,,13,,138,,142,,,-,0,,1,,3,,8,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
NEW MEXICO,2017,34,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
DIST. OF COL.,2017,34,,-,0,,0,,,-,4,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MASSACHUSETTS,2017,34,,-,0,,1,,8,,8,,,-,8,,77,,704,,628,,,-,0,,1,,2,,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
OREGON,2017,34,,-,0,,1,,,-,1,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
AMER. SAMOA,2017,34,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
WASHINGTON,2017,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
MICHIGAN,2017,34,,-,0,,2,,1,,6,,,-,0,,1,,1,,5,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
MOUNTAIN,2017,34,,-,0,,0,,,-,1,,,-,0,,1,,2,,1,,,-,0,,1,,3,,2,,,
INDIANA,2017,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,5,,21,,17,,"INDIANA
(39.76845, -86.156212)",
SOUTH CAROLINA,2017,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"SOUTH CAROLINA
(34.009286, -81.037094)",
WYOMING,2017,34,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
E.S. CENTRAL,2017,34,1,,2,,15,,140,,124,,,-,0,,4,,18,,13,,,-,0,,2,,7,,9,,,
IDAHO,2017,34,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
MID. ATLANTIC,2017,34,2,,3,,65,,128,,119,,25,,13,,86,,956,,632,,2,,1,,4,,24,,30,,,
NEW HAMPSHIRE,2017,34,,-,0,,1,,1,,6,,,-,0,,1,,3,,54,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
CONNECTICUT,2017,34,,-,0,,0,,,-,1,,,-,0,,8,,,-,54,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
ALASKA,2017,34,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
MONTANA,2017,34,,-,0,,0,,,-,1,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
