 Reporting Area,MMWR Year,MMWR Week,"Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Med","Giardiasis, Previous 52 weeks Med, flag","Giardiasis, Previous 52 weeks Max","Giardiasis, Previous 52 weeks Max, flag","Giardiasis, Cum 2017","Giardiasis, Cum 2017, flag","Giardiasis, Cum 2016","Giardiasis, Cum 2016, flag","Gonorrhea,Current week","Gonorrhea,Current week, flag","Gonorrhea,Previous 52 weeks Med","Gonorrhea,Previous 52 weeks Med, flag","Gonorrhea, Previous 52 weeks Max","Gonorrhea, Previous 52 weeks Max, flag","Gonorrhea, Cum 2017","Gonorrhea, Cum 2017, flag","Gonorrhea, Cum 2016","Gonorrhea, Cum 2016, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Current week","Haemophilus influenzae invasive§, All ages, all serotypes, Current week, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Previous 52 weeks Med","Haemophilus influenzae invasive§, All ages, all serotypes, Previous 52 weeks Med, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Previous 52 weeks Max","Haemophilus influenzae invasive§, All ages, all serotypes, Previous 52 weeks Max, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Cum 2017","Haemophilus influenzae invasive§, All ages, all serotypes, Cum 2017, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Cum 2016","Haemophilus influenzae invasive§, All ages, all serotypes, Cum 2016, flag",Location 1,Location 2
OREGON,2017,35,3,,6,,18,,206,,224,,137,,91,,130,,3164,,2643,,,-,2,,7,,80,,58,,"OREGON
(44.567912, -120.156945)",
UNITED STATES,2017,35,150,,260,,982,,8408,,10218,,4987,,9645,,12294,,327892,,301901,,35,,97,,215,,3238,,3256,,,
E.S. CENTRAL,2017,35,,-,3,,10,,107,,162,,365,,655,,937,,23313,,20270,,,-,7,,12,,233,,243,,,
COLORADO,2017,35,12,,10,,15,,311,,291,,,-,139,,184,,4370,,3751,,1,,1,,5,,58,,48,,"COLORADO
(38.841772, -106.132562)",
ALASKA,2017,35,,-,1,,5,,40,,50,,,-,39,,55,,1313,,899,,,-,0,,1,,11,,14,,"ALASKA
(64.836661, -147.738891)",
NEBRASKA,2017,35,1,,2,,6,,81,,89,,,-,47,,77,,1654,,1383,,,-,1,,4,,30,,22,,"NEBRASKA
(41.640503, -99.367122)",
WEST VIRGINIA,2017,35,,-,0,,5,,16,,67,,24,,22,,38,,886,,572,,,-,1,,3,,23,,24,,"WEST VIRGINIA
(38.668501, -80.709421)",
AMER. SAMOA,2017,35,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
OKLAHOMA,2017,35,,N,0,,0,,,N,,N,39,,138,,196,,4563,,5027,,2,,2,,8,,74,,51,,"OKLAHOMA
(35.468494, -97.521264)",
MINNESOTA,2017,35,,-,0,,29,,,-,448,,18,,115,,143,,4010,,3311,,,-,0,,7,,7,,76,,"MINNESOTA
(46.357661, -94.793397)",
VIRGINIA,2017,35,,-,5,,23,,151,,193,,211,,234,,1530,,8604,,7362,,,-,2,,15,,92,,86,,"VIRGINIA
(37.542699, -78.45822)",
E.N. CENTRAL,2017,35,33,,27,,150,,880,,1252,,477,,1339,,1603,,42786,,45498,,3,,15,,36,,513,,553,,,
S. ATLANTIC,2017,35,,-,46,,78,,1324,,1837,,1075,,2078,,3743,,70501,,67366,,11,,21,,39,,783,,778,,,
MID. ATLANTIC,2017,35,53,,51,,92,,1613,,1925,,468,,1135,,1358,,39292,,33160,,14,,14,,29,,520,,496,,,
WISCONSIN,2017,35,14,,7,,106,,239,,530,,132,,136,,176,,4843,,4231,,,-,1,,6,,54,,90,,"WISCONSIN
(44.395526, -89.834513)",
WYOMING,2017,35,,-,1,,3,,24,,29,,1,,6,,13,,206,,172,,,-,0,,2,,,-,1,,"WYOMING
(43.23558, -108.110518)",
VIRGIN ISL.,2017,35,,-,0,,0,,,-,,-,,-,0,,3,,8,,29,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
ILLINOIS,2017,35,,N,0,,0,,,N,,N,,-,281,,483,,8648,,13977,,,-,4,,12,,138,,139,,"ILLINOIS
(40.477092, -88.993221)",
INDIANA,2017,35,,-,3,,9,,82,,146,,71,,207,,296,,7384,,6184,,,-,2,,9,,54,,76,,"INDIANA
(39.76845, -86.156212)",
LOUISIANA,2017,35,,-,0,,10,,9,,133,,266,,225,,517,,8275,,6958,,,-,1,,4,,38,,45,,"LOUISIANA
(31.2931, -92.463284)",
PENNSYLVANIA,2017,35,12,,9,,36,,324,,397,,180,,304,,535,,11706,,9567,,4,,5,,11,,182,,175,,"PENNSYLVANIA
(40.789676, -77.858055)",
PUERTO RICO,2017,35,,-,0,,1,,3,,20,,5,,11,,24,,358,,504,,,-,0,,2,,3,,5,,"PUERTO RICO
(18.215692, -66.414655)",
GUAM,2017,35,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
FLORIDA,2017,35,,-,20,,34,,625,,782,,343,,610,,903,,20911,,18314,,9,,5,,11,,192,,235,,"FLORIDA
(28.915325, -81.922409)",
MAINE,2017,35,5,,2,,8,,66,,85,,,-,8,,32,,290,,310,,,-,0,,2,,19,,21,,"MAINE
(45.252223, -68.986647)",
NORTH DAKOTA,2017,35,,-,0,,4,,17,,32,,,-,15,,34,,489,,663,,,-,0,,2,,12,,19,,"NORTH DAKOTA
(47.475879, -100.121011)",
MISSISSIPPI,2017,35,,N,0,,0,,,N,,N,201,,143,,335,,4831,,4521,,,-,1,,4,,38,,40,,"MISSISSIPPI
(32.738663, -89.537312)",
GEORGIA,2017,35,,-,12,,23,,344,,496,,181,,408,,487,,14106,,13532,,,-,4,,10,,141,,132,,"GEORGIA
(32.836038, -83.631709)",
NEW YORK CITY,2017,35,24,,18,,34,,621,,606,,,-,435,,518,,14987,,12153,,3,,2,,6,,71,,77,,,
NORTH CAROLINA,2017,35,,-,0,,0,,,-,,-,,-,391,,440,,8933,,12824,,,-,3,,10,,118,,128,,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW ENGLAND,2017,35,7,,20,,36,,586,,769,,28,,225,,440,,7737,,5502,,,-,5,,17,,178,,185,,,
CONNECTICUT,2017,35,,-,4,,11,,130,,178,,5,,66,,130,,1882,,1522,,,-,1,,4,,38,,40,,"CONNECTICUT
(41.544654, -72.651713)",
MOUNTAIN,2017,35,14,,24,,39,,781,,806,,182,,588,,768,,19809,,17685,,1,,8,,19,,287,,253,,,
MONTANA,2017,35,,-,2,,5,,69,,73,,8,,15,,26,,494,,612,,,-,0,,3,,17,,12,,"MONTANA
(47.062617, -109.430168)",
MARYLAND,2017,35,,-,3,,8,,97,,155,,,-,166,,398,,5332,,5557,,1,,2,,11,,81,,84,,"MARYLAND
(39.290443, -76.612333)",
NEW JERSEY,2017,35,,-,6,,15,,160,,307,,74,,171,,223,,5896,,5381,,,-,3,,7,,86,,92,,"NEW JERSEY
(40.104655, -74.386686)",
NEW HAMPSHIRE,2017,35,2,,2,,5,,63,,75,,,-,11,,24,,348,,261,,,-,0,,2,,16,,14,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
CALIFORNIA,2017,35,29,,55,,75,,1914,,1786,,713,,1380,,1590,,48021,,41367,,,-,1,,4,,39,,30,,"CALIFORNIA
(37.640735, -121.002435)",
DIST. OF COL.,2017,35,,-,0,,3,,12,,39,,,-,84,,207,,3067,,2040,,1,,0,,1,,10,,12,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
IOWA,2017,35,,-,5,,10,,143,,174,,1,,59,,92,,2070,,1684,,,-,0,,1,,1,,,-,"IOWA
(42.46942, -93.815856)",
SOUTH CAROLINA,2017,35,,-,2,,8,,63,,96,,285,,207,,289,,7511,,6147,,,-,2,,10,,109,,64,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW MEXICO,2017,35,,-,1,,9,,46,,44,,10,,77,,130,,2621,,2147,,,-,1,,3,,33,,37,,"NEW MEXICO
(34.520396, -106.244402)",
PACIFIC,2017,35,35,,69,,727,,2477,,2089,,981,,1681,,2000,,58095,,51194,,,-,4,,13,,153,,130,,,
MASSACHUSETTS,2017,35,,-,10,,21,,304,,383,,,-,125,,187,,4557,,2990,,,-,2,,10,,87,,98,,"MASSACHUSETTS
(42.268546, -72.085064)",
IDAHO,2017,35,2,,3,,9,,97,,126,,17,,15,,39,,611,,433,,,-,0,,3,,17,,23,,"IDAHO
(43.680635, -114.364237)",
NEW YORK,2017,35,17,,15,,39,,508,,615,,214,,199,,531,,6703,,6059,,7,,4,,15,,181,,152,,"NEW YORK
(42.826892, -75.544286)",
TEXAS,2017,35,,N,0,,0,,,N,,N,909,,867,,1212,,30719,,28266,,1,,7,,38,,225,,199,,"TEXAS
(31.827233, -99.423022)",
NEW JERSEY,2017,36,,-,6,,15,,160,,315,,64,,171,,228,,6092,,5518,,,-,3,,7,,94,,94,,"NEW JERSEY
(40.104655, -74.386686)",
W.N. CENTRAL,2017,36,,-,19,,46,,555,,1177,,185,,590,,688,,20761,,18059,,2,,6,,18,,200,,294,,,
KANSAS,2017,36,,-,2,,4,,59,,81,,4,,79,,109,,2927,,2167,,,-,1,,5,,37,,46,,"KANSAS
(38.345528, -98.201847)",
WISCONSIN,2017,36,9,,7,,73,,263,,603,,86,,137,,179,,4973,,4338,,,-,1,,6,,54,,90,,"WISCONSIN
(44.395526, -89.834513)",
MICHIGAN,2017,36,,-,10,,20,,310,,386,,34,,252,,337,,8006,,8086,,,-,3,,9,,126,,129,,"MICHIGAN
(44.66399, -84.711206)",
UTAH,2017,36,4,,3,,10,,131,,108,,25,,46,,67,,1691,,1438,,1,,1,,4,,42,,23,,"UTAH
(39.359772, -111.584173)",
W.S. CENTRAL,2017,36,4,,4,,20,,101,,245,,310,,1343,,1704,,46948,,44874,,4,,10,,48,,380,,342,,,
WASHINGTON,2017,36,7,,2,,672,,283,,,-,151,,142,,208,,4852,,5511,,,-,0,,9,,4,,,-,"WASHINGTON
(47.517368, -120.467672)",
OHIO,2017,36,8,,5,,135,,274,,210,,48,,432,,486,,14267,,13720,,5,,4,,8,,148,,125,,"OHIO
(40.056807, -82.405897)",
PACIFIC,2017,36,19,,69,,727,,2551,,2159,,727,,1688,,2000,,59539,,52674,,2,,4,,13,,156,,132,,,
MID. ATLANTIC,2017,36,32,,51,,87,,1651,,1976,,676,,1133,,1351,,40678,,34204,,3,,15,,29,,533,,504,,,
MISSOURI,2017,36,,-,5,,13,,180,,244,,141,,241,,309,,8779,,7741,,2,,3,,9,,102,,112,,"MISSOURI
(38.636168, -92.566292)",
FLORIDA,2017,36,,-,20,,34,,689,,805,,,-,610,,903,,20911,,18833,,4,,5,,11,,196,,238,,"FLORIDA
(28.915325, -81.922409)",
TENNESSEE,2017,36,,N,0,,0,,,N,,N,9,,221,,343,,7867,,6891,,,-,3,,7,,103,,107,,"TENNESSEE
(35.681402, -85.774444)",
C.N.M.I.,2017,36,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
DIST. OF COL.,2017,36,,-,0,,3,,12,,40,,,-,84,,207,,3181,,2080,,,-,0,,1,,10,,12,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
ALASKA,2017,36,,-,1,,4,,40,,54,,,-,39,,55,,1313,,930,,,-,0,,1,,11,,14,,"ALASKA
(64.836661, -147.738891)",
NEBRASKA,2017,36,,-,2,,6,,81,,90,,17,,47,,77,,1713,,1435,,,-,1,,4,,30,,23,,"NEBRASKA
(41.640503, -99.367122)",
MASSACHUSETTS,2017,36,,-,10,,21,,304,,396,,,-,127,,187,,4680,,3086,,,-,2,,10,,87,,99,,"MASSACHUSETTS
(42.268546, -72.085064)",
S. ATLANTIC,2017,36,6,,44,,78,,1347,,1897,,378,,2101,,3743,,72572,,69266,,7,,21,,39,,795,,797,,,
CONNECTICUT,2017,36,,-,4,,9,,135,,185,,29,,66,,130,,1942,,1571,,,-,1,,4,,46,,40,,"CONNECTICUT
(41.544654, -72.651713)",
PUERTO RICO,2017,36,,-,0,,1,,3,,21,,,-,11,,24,,358,,522,,,-,0,,2,,3,,5,,"PUERTO RICO
(18.215692, -66.414655)",
INDIANA,2017,36,,-,3,,6,,84,,149,,50,,206,,297,,7602,,6400,,,-,2,,9,,59,,77,,"INDIANA
(39.76845, -86.156212)",
IOWA,2017,36,,-,5,,10,,151,,184,,13,,59,,93,,2203,,1742,,,-,0,,1,,2,,,-,"IOWA
(42.46942, -93.815856)",
SOUTH DAKOTA,2017,36,,-,2,,6,,67,,84,,,-,20,,33,,498,,872,,,-,0,,2,,10,,17,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NORTH DAKOTA,2017,36,,-,0,,4,,17,,33,,5,,16,,34,,553,,687,,,-,0,,2,,12,,19,,"NORTH DAKOTA
(47.475879, -100.121011)",
GUAM,2017,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ARIZONA,2017,36,2,,3,,7,,101,,85,,117,,215,,391,,7579,,6593,,,-,2,,8,,94,,88,,"ARIZONA
(34.869712, -111.760902)",
NEW ENGLAND,2017,36,1,,20,,36,,594,,803,,41,,227,,440,,7941,,5671,,,-,5,,17,,186,,187,,,
MAINE,2017,36,1,,2,,8,,69,,93,,,-,8,,32,,290,,326,,,-,0,,2,,19,,21,,"MAINE
(45.252223, -68.986647)",
MONTANA,2017,36,2,,2,,5,,74,,74,,13,,15,,26,,511,,629,,,-,0,,3,,19,,12,,"MONTANA
(47.062617, -109.430168)",
VERMONT,2017,36,,N,0,,0,,,N,,N,,-,2,,10,,78,,89,,,-,0,,2,,8,,8,,"VERMONT
(43.622479, -72.51927)",
IDAHO,2017,36,6,,3,,9,,103,,127,,,-,16,,39,,611,,441,,,-,0,,3,,17,,23,,"IDAHO
(43.680635, -114.364237)",
OREGON,2017,36,1,,6,,18,,211,,233,,86,,91,,137,,3250,,2745,,2,,2,,7,,82,,60,,"OREGON
(44.567912, -120.156945)",
ILLINOIS,2017,36,,N,0,,0,,,N,,N,22,,272,,483,,8917,,14367,,,-,4,,12,,145,,140,,"ILLINOIS
(40.477092, -88.993221)",
GEORGIA,2017,36,,-,12,,23,,344,,512,,,-,408,,487,,14106,,13899,,,-,4,,10,,141,,134,,"GEORGIA
(32.836038, -83.631709)",
E.S. CENTRAL,2017,36,3,,4,,10,,119,,163,,103,,670,,951,,23971,,20755,,3,,7,,13,,255,,251,,,
MOUNTAIN,2017,36,30,,24,,40,,836,,825,,295,,589,,768,,20598,,18199,,3,,8,,19,,294,,257,,,
ARKANSAS,2017,36,4,,3,,18,,92,,107,,51,,89,,215,,3030,,3553,,,-,1,,4,,39,,34,,"ARKANSAS
(34.748745, -92.275105)",
LOUISIANA,2017,36,,-,0,,10,,9,,138,,247,,225,,517,,8524,,7130,,,-,1,,4,,38,,46,,"LOUISIANA
(31.2931, -92.463284)",
MARYLAND,2017,36,3,,3,,8,,107,,159,,60,,176,,398,,5875,,5717,,1,,2,,11,,85,,89,,"MARYLAND
(39.290443, -76.612333)",
OKLAHOMA,2017,36,,N,0,,0,,,N,,N,12,,137,,196,,4675,,5174,,3,,2,,8,,77,,52,,"OKLAHOMA
(35.468494, -97.521264)",
CALIFORNIA,2017,36,11,,55,,77,,1976,,1841,,490,,1386,,1590,,49228,,42542,,,-,1,,4,,40,,30,,"CALIFORNIA
(37.640735, -121.002435)",
HAWAII,2017,36,,-,1,,5,,41,,31,,,-,28,,50,,896,,946,,,-,0,,3,,19,,28,,"HAWAII
(21.30992, -157.858158)",
COLORADO,2017,36,16,,10,,15,,327,,303,,124,,139,,185,,4747,,3866,,2,,1,,5,,60,,49,,"COLORADO
(38.841772, -106.132562)",
NEW YORK,2017,36,13,,15,,39,,521,,633,,221,,200,,531,,6919,,6280,,1,,5,,15,,183,,155,,"NEW YORK
(42.826892, -75.544286)",
NEVADA,2017,36,,-,1,,3,,24,,53,,,-,86,,127,,2553,,2839,,,-,1,,3,,28,,24,,"NEVADA
(39.491833, -117.070159)",
VIRGINIA,2017,36,3,,5,,23,,161,,205,,,-,234,,1530,,8604,,7592,,2,,2,,15,,95,,91,,"VIRGINIA
(37.542699, -78.45822)",
E.N. CENTRAL,2017,36,17,,28,,150,,931,,1348,,240,,1328,,1603,,43765,,46911,,5,,15,,36,,532,,561,,,
TEXAS,2017,36,,N,0,,0,,,N,,N,,-,867,,1212,,30719,,29017,,1,,6,,38,,226,,210,,"TEXAS
(31.827233, -99.423022)",
MINNESOTA,2017,36,,-,0,,21,,,-,461,,5,,115,,146,,4088,,3415,,,-,0,,7,,7,,77,,"MINNESOTA
(46.357661, -94.793397)",
NEW MEXICO,2017,36,,-,1,,9,,52,,45,,16,,78,,130,,2700,,2219,,,-,1,,3,,34,,37,,"NEW MEXICO
(34.520396, -106.244402)",
SOUTH CAROLINA,2017,36,,-,0,,8,,,-,97,,288,,208,,289,,7799,,6297,,,-,2,,10,,109,,64,,"SOUTH CAROLINA
(34.009286, -81.037094)",
UNITED STATES,2017,36,112,,258,,982,,8685,,10593,,2955,,9765,,12294,,336773,,310613,,29,,97,,215,,3331,,3325,,,
MISSISSIPPI,2017,36,,N,0,,0,,,N,,N,,-,143,,335,,4831,,4600,,,-,1,,4,,39,,43,,"MISSISSIPPI
(32.738663, -89.537312)",
VIRGIN ISL.,2017,36,,-,0,,0,,,-,,-,,-,0,,3,,8,,30,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NEW YORK CITY,2017,36,15,,18,,34,,636,,618,,228,,437,,512,,15727,,12550,,1,,2,,6,,72,,78,,,
NEW HAMPSHIRE,2017,36,,-,2,,5,,63,,76,,,-,11,,24,,348,,267,,,-,0,,2,,16,,15,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ALABAMA,2017,36,3,,4,,10,,119,,163,,,-,166,,304,,6536,,6008,,,-,1,,5,,57,,62,,"ALABAMA
(32.839182, -86.631125)",
DELAWARE,2017,36,,-,0,,3,,16,,12,,30,,34,,59,,1181,,1056,,,-,0,,3,,17,,13,,"DELAWARE
(39.008676, -75.574561)",
NORTH CAROLINA,2017,36,,-,0,,0,,,-,,-,,-,396,,456,,10029,,13201,,,-,3,,10,,119,,131,,"NORTH CAROLINA
(35.47995, -79.180571)",
RHODE ISLAND,2017,36,,-,1,,9,,23,,53,,12,,10,,213,,603,,332,,,-,0,,12,,10,,4,,"RHODE ISLAND
(41.707447, -71.522488)",
PENNSYLVANIA,2017,36,4,,10,,22,,334,,410,,163,,304,,535,,11940,,9856,,1,,5,,11,,184,,177,,"PENNSYLVANIA
(40.789676, -77.858055)",
WYOMING,2017,36,,-,1,,3,,24,,30,,,-,6,,13,,206,,174,,,-,0,,2,,,-,1,,"WYOMING
(43.23558, -108.110518)",
KENTUCKY,2017,36,,N,0,,0,,,N,,N,94,,131,,275,,4737,,3256,,3,,1,,6,,56,,39,,"KENTUCKY
(37.64591, -84.774043)",
AMER. SAMOA,2017,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
WEST VIRGINIA,2017,36,,-,0,,5,,18,,67,,,-,23,,38,,886,,591,,,-,1,,3,,23,,25,,"WEST VIRGINIA
(38.668501, -80.709421)",
PUERTO RICO,2017,37,,-,0,,1,,3,,21,,,-,11,,24,,360,,528,,,-,0,,2,,3,,5,,"PUERTO RICO
(18.215692, -66.414655)",
UNITED STATES,2017,37,164,,264,,982,,9306,,10971,,4826,,9800,,12294,,347488,,320640,,35,,97,,215,,3410,,3409,,,
