 Reporting Area,MMWR Year,MMWR Week,"Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Med","Giardiasis, Previous 52 weeks Med, flag","Giardiasis, Previous 52 weeks Max","Giardiasis, Previous 52 weeks Max, flag","Giardiasis, Cum 2018","Giardiasis, Cum 2018, flag","Giardiasis, Cum 2017","Giardiasis, Cum 2017, flag","Gonorrhea,Current week","Gonorrhea,Current week, flag","Gonorrhea,Previous 52 weeks Med","Gonorrhea,Previous 52 weeks Med, flag","Gonorrhea, Previous 52 weeks Max","Gonorrhea, Previous 52 weeks Max, flag","Gonorrhea, Cum 2018","Gonorrhea, Cum 2018, flag","Gonorrhea, Cum 2017","Gonorrhea, Cum 2017, flag","Haemophilus influenzae, invasive disease (all ages, all serotypes), Current week","Haemophilus influenzae, invasive disease (all ages, all serotypes), Current week, flag","Haemophilus influenzae, invasive disease (all ages, all serotypes), Previous 52 weeks Med","Haemophilus influenzae, invasive disease (all ages, all serotypes), Previous 52 weeks Med, flag","Haemophilus influenzae, invasive disease (all ages, all serotypes), Previous 52 weeks Max","Haemophilus influenzae, invasive disease (all ages, all serotypes), Previous 52 weeks Max, flag","Haemophilus influenzae, invasive disease (all ages, all serotypes), all serotypes, Cum 2018","Haemophilus influenzae, invasive disease (all ages, all serotypes), Cum 2018, flag","Haemophilus influenzae, invasive disease (all ages, all serotypes), Cum 2017","Haemophilus influenzae, invasive disease (all ages, all serotypes), Cum 2017, flag",Location 1,Location 2
TENNESSEE,2018,12,,N,0,,0,,,N,,N,117,,235,,323,,2146,,2915,,,-,3,,11,,40,,41,,"TENNESSEE
(35.681402, -85.774444)",
S. ATLANTIC,2018,12,29,,38,,66,,374,,520,,1156,,2336,,3024,,20050,,25307,,17,,22,,57,,273,,324,,,
KANSAS,2018,12,,-,2,,5,,18,,22,,43,,90,,115,,974,,916,,,-,1,,5,,3,,19,,"KANSAS
(38.345528, -98.201847)",
NEW YORK CITY,2018,12,22,,18,,29,,191,,215,,254,,457,,538,,4888,,5331,,1,,2,,8,,41,,22,,,
MID. ATLANTIC,2018,12,40,,48,,71,,417,,525,,675,,1136,,1308,,12083,,14508,,10,,17,,32,,180,,164,,,
DIST. OF COL.,2018,12,,-,0,,2,,3,,12,,49,,84,,207,,934,,835,,,-,0,,1,,3,,3,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MARYLAND,2018,12,2,,3,,8,,27,,34,,83,,196,,355,,1608,,1785,,4,,2,,7,,38,,28,,"MARYLAND
(39.290443, -76.612333)",
W.S. CENTRAL,2018,12,3,,6,,16,,25,,63,,566,,1367,,1730,,11376,,15658,,22,,11,,86,,169,,138,,,
DELAWARE,2018,12,,-,0,,2,,,-,5,,18,,31,,54,,289,,420,,,-,0,,2,,5,,8,,"DELAWARE
(39.008676, -75.574561)",
MISSISSIPPI,2018,12,,N,0,,0,,,N,,N,253,,181,,336,,1545,,1299,,1,,1,,5,,27,,17,,"MISSISSIPPI
(32.738663, -89.537312)",
MAINE,2018,12,5,,2,,7,,19,,11,,1,,12,,32,,115,,109,,1,,0,,2,,7,,9,,"MAINE
(45.252223, -68.986647)",
GEORGIA,2018,12,2,,6,,16,,42,,134,,181,,395,,504,,3256,,5292,,1,,4,,15,,44,,59,,"GEORGIA
(32.836038, -83.631709)",
VIRGIN ISL.,2018,12,,-,0,,0,,,-,,-,,-,0,,1,,,-,6,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NEW HAMPSHIRE,2018,12,,-,2,,5,,10,,17,,,-,7,,18,,,-,141,,1,,0,,3,,10,,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
AMER. SAMOA,2018,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
IDAHO,2018,12,4,,2,,9,,20,,26,,,-,18,,39,,134,,207,,2,,0,,2,,9,,8,,"IDAHO
(43.680635, -114.364237)",
RHODE ISLAND,2018,12,,-,1,,3,,5,,8,,8,,17,,110,,153,,96,,,-,0,,7,,4,,,-,"RHODE ISLAND
(41.707447, -71.522488)",
OKLAHOMA,2018,12,,N,0,,0,,,N,,N,28,,138,,210,,1163,,1674,,3,,2,,19,,23,,30,,"OKLAHOMA
(35.468494, -97.521264)",
NEW JERSEY,2018,12,,-,3,,15,,17,,77,,47,,176,,252,,1702,,1986,,,-,3,,8,,28,,30,,"NEW JERSEY
(40.104655, -74.386686)",
MICHIGAN,2018,12,,-,8,,33,,40,,108,,37,,292,,391,,2201,,3194,,,-,3,,9,,32,,50,,"MICHIGAN
(44.66399, -84.711206)",
MISSOURI,2018,12,2,,4,,14,,43,,58,,209,,256,,343,,3241,,2773,,1,,2,,10,,42,,41,,"MISSOURI
(38.636168, -92.566292)",
IOWA,2018,12,,-,4,,15,,33,,49,,,-,71,,98,,763,,704,,,-,0,,1,,,-,,-,"IOWA
(42.46942, -93.815856)",
UTAH,2018,12,,-,3,,12,,44,,38,,,-,47,,204,,492,,519,,,-,1,,3,,13,,22,,"UTAH
(39.359772, -111.584173)",
KENTUCKY,2018,12,,N,0,,0,,,N,,N,,-,129,,230,,,-,1624,,1,,2,,8,,29,,23,,"KENTUCKY
(37.64591, -84.774043)",
NEBRASKA,2018,12,3,,2,,6,,26,,33,,41,,51,,84,,554,,553,,1,,1,,3,,5,,13,,"NEBRASKA
(41.640503, -99.367122)",
INDIANA,2018,12,,-,3,,8,,19,,26,,99,,225,,302,,2474,,2484,,,-,3,,9,,39,,24,,"INDIANA
(39.76845, -86.156212)",
C.N.M.I.,2018,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
WISCONSIN,2018,12,2,,9,,46,,88,,55,,107,,152,,209,,1448,,1611,,,-,1,,5,,,-,29,,"WISCONSIN
(44.395526, -89.834513)",
HAWAII,2018,12,,-,1,,5,,6,,12,,,-,26,,47,,203,,313,,,-,0,,4,,9,,10,,"HAWAII
(21.30992, -157.858158)",
VERMONT,2018,12,,N,0,,0,,,N,,N,,-,2,,14,,,-,45,,,-,0,,2,,3,,3,,"VERMONT
(43.622479, -72.51927)",
UNITED STATES,2018,12,123,,251,,389,,1892,,2710,,4399,,10349,,12212,,95452,,118181,,71,,97,,258,,1152,,1274,,,
LOUISIANA,2018,12,,-,3,,12,,2,,43,,303,,210,,482,,2267,,2373,,,-,1,,4,,26,,18,,"LOUISIANA
(31.2931, -92.463284)",
E.N. CENTRAL,2018,12,18,,29,,85,,252,,270,,521,,1549,,1846,,12915,,17505,,6,,17,,30,,137,,211,,,
SOUTH DAKOTA,2018,12,,-,2,,4,,3,,25,,,-,19,,36,,168,,294,,,-,0,,3,,1,,6,,"SOUTH DAKOTA
(44.35371, -100.373709)",
WASHINGTON,2018,12,5,,8,,137,,45,,47,,214,,191,,280,,1907,,2079,,,-,0,,3,,4,,2,,"WASHINGTON
(47.517368, -120.467672)",
MINNESOTA,2018,12,,-,0,,0,,,-,,-,12,,132,,187,,1499,,1382,,,-,0,,3,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
ARKANSAS,2018,12,3,,3,,8,,23,,20,,2,,95,,342,,9,,897,,1,,1,,11,,17,,19,,"ARKANSAS
(34.748745, -92.275105)",
MONTANA,2018,12,,-,2,,7,,13,,15,,15,,16,,31,,233,,188,,,-,0,,3,,7,,5,,"MONTANA
(47.062617, -109.430168)",
PACIFIC,2018,12,10,,68,,160,,380,,659,,506,,1820,,2174,,19201,,20321,,2,,4,,10,,65,,56,,,
ALABAMA,2018,12,,-,3,,10,,30,,44,,,-,227,,361,,1749,,2613,,,-,1,,7,,23,,19,,"ALABAMA
(32.839182, -86.631125)",
ARIZONA,2018,12,1,,3,,6,,28,,29,,155,,235,,454,,1725,,2389,,1,,2,,7,,42,,52,,"ARIZONA
(34.869712, -111.760902)",
MASSACHUSETTS,2018,12,8,,10,,22,,102,,112,,109,,158,,202,,1746,,1374,,3,,2,,10,,38,,31,,"MASSACHUSETTS
(42.268546, -72.085064)",
GUAM,2018,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
NORTH DAKOTA,2018,12,,-,0,,4,,8,,5,,2,,17,,30,,183,,162,,2,,0,,2,,5,,3,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW MEXICO,2018,12,,-,1,,6,,6,,20,,9,,83,,168,,612,,907,,,-,1,,3,,9,,16,,"NEW MEXICO
(34.520396, -106.244402)",
CALIFORNIA,2018,12,3,,46,,76,,251,,538,,190,,1483,,1698,,15712,,16377,,,-,1,,5,,16,,14,,"CALIFORNIA
(37.640735, -121.002435)",
ALASKA,2018,12,,-,1,,7,,6,,14,,,-,38,,60,,14,,454,,,-,0,,2,,7,,3,,"ALASKA
(64.836661, -147.738891)",
ILLINOIS,2018,12,,N,0,,0,,,N,,N,35,,428,,547,,2397,,4992,,,-,3,,11,,1,,60,,"ILLINOIS
(40.477092, -88.993221)",
NEW YORK,2018,12,15,,15,,31,,128,,142,,180,,210,,379,,2200,,2109,,5,,4,,24,,45,,39,,"NEW YORK
(42.826892, -75.544286)",
FLORIDA,2018,12,22,,18,,31,,227,,233,,350,,627,,851,,6394,,6632,,10,,6,,14,,108,,63,,"FLORIDA
(28.915325, -81.922409)",
PENNSYLVANIA,2018,12,3,,10,,22,,81,,91,,194,,294,,337,,3293,,5082,,4,,5,,14,,66,,73,,"PENNSYLVANIA
(40.789676, -77.858055)",
COLORADO,2018,12,,-,9,,19,,,-,106,,,-,164,,260,,1685,,1711,,,-,1,,5,,,-,23,,"COLORADO
(38.841772, -106.132562)",
SOUTH CAROLINA,2018,12,,-,3,,9,,11,,33,,230,,234,,955,,1580,,2434,,,-,2,,12,,7,,65,,"SOUTH CAROLINA
(34.009286, -81.037094)",
OREGON,2018,12,2,,7,,16,,72,,48,,102,,103,,149,,1365,,1098,,2,,2,,7,,29,,27,,"OREGON
(44.567912, -120.156945)",
PUERTO RICO,2018,12,,-,0,,1,,,-,3,,,-,9,,25,,70,,166,,,-,0,,0,,,-,3,,"PUERTO RICO
(18.215692, -66.414655)",
E.S. CENTRAL,2018,12,,-,3,,10,,30,,44,,370,,754,,1054,,5440,,8451,,2,,7,,22,,119,,100,,,
WEST VIRGINIA,2018,12,,-,1,,5,,2,,23,,,-,22,,40,,,-,443,,,-,1,,6,,7,,13,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW ENGLAND,2018,12,13,,19,,41,,170,,188,,118,,266,,365,,2014,,2543,,5,,5,,20,,70,,58,,,
WYOMING,2018,12,,-,0,,3,,,-,7,,1,,8,,15,,62,,82,,,-,0,,1,,,-,,-,"WYOMING
(43.23558, -108.110518)",
CONNECTICUT,2018,12,,-,4,,9,,34,,40,,,-,69,,122,,,-,778,,,-,1,,6,,8,,12,,"CONNECTICUT
(41.544654, -72.651713)",
W.N. CENTRAL,2018,12,5,,14,,32,,131,,192,,307,,633,,787,,7382,,6784,,4,,5,,13,,56,,82,,,
NEW YORK CITY,2018,13,19,,18,,29,,213,,234,,282,,457,,539,,5314,,5843,,5,,2,,8,,46,,23,,,
ARKANSAS,2018,13,5,,3,,8,,28,,24,,31,,96,,347,,42,,1030,,2,,1,,11,,19,,19,,"ARKANSAS
(34.748745, -92.275105)",
KENTUCKY,2018,13,,N,0,,0,,,N,,N,,-,128,,230,,531,,1706,,2,,2,,8,,33,,25,,"KENTUCKY
(37.64591, -84.774043)",
NEW JERSEY,2018,13,,-,3,,15,,17,,82,,60,,176,,252,,1832,,2168,,,-,3,,8,,38,,31,,"NEW JERSEY
(40.104655, -74.386686)",
OHIO,2018,13,6,,6,,27,,111,,90,,156,,458,,546,,4710,,5645,,3,,5,,13,,68,,53,,"OHIO
(40.056807, -82.405897)",
NEW ENGLAND,2018,13,2,,19,,41,,177,,201,,36,,266,,365,,2076,,2788,,1,,5,,20,,73,,60,,,
NEW YORK,2018,13,12,,15,,31,,140,,162,,185,,210,,379,,2379,,2296,,1,,5,,24,,46,,43,,"NEW YORK
(42.826892, -75.544286)",
AMER. SAMOA,2018,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
ALABAMA,2018,13,,-,3,,10,,33,,47,,,-,224,,361,,1749,,2761,,,-,2,,7,,28,,21,,"ALABAMA
(32.839182, -86.631125)",
COLORADO,2018,13,7,,10,,19,,108,,112,,122,,164,,260,,1955,,1852,,3,,2,,5,,36,,25,,"COLORADO
(38.841772, -106.132562)",
PENNSYLVANIA,2018,13,4,,11,,22,,90,,100,,188,,294,,337,,3564,,5364,,2,,6,,14,,72,,80,,"PENNSYLVANIA
(40.789676, -77.858055)",
DELAWARE,2018,13,,-,0,,2,,,-,5,,,-,31,,54,,289,,463,,,-,0,,2,,6,,8,,"DELAWARE
(39.008676, -75.574561)",
SOUTH DAKOTA,2018,13,,-,1,,4,,3,,26,,,-,18,,36,,168,,312,,,-,0,,3,,1,,6,,"SOUTH DAKOTA
(44.35371, -100.373709)",
VERMONT,2018,13,,N,0,,0,,,N,,N,,-,2,,14,,,-,52,,,-,0,,2,,3,,3,,"VERMONT
(43.622479, -72.51927)",
PACIFIC,2018,13,7,,68,,162,,467,,726,,398,,1821,,2189,,20964,,21911,,1,,4,,11,,71,,63,,,
IDAHO,2018,13,5,,2,,9,,27,,28,,,-,17,,38,,134,,220,,,-,0,,2,,9,,8,,"IDAHO
(43.680635, -114.364237)",
ILLINOIS,2018,13,,N,0,,0,,,N,,N,,-,428,,547,,2397,,5367,,,-,3,,11,,1,,62,,"ILLINOIS
(40.477092, -88.993221)",
IOWA,2018,13,,-,4,,15,,33,,52,,,-,72,,98,,840,,764,,,-,0,,1,,,-,,-,"IOWA
(42.46942, -93.815856)",
E.N. CENTRAL,2018,13,6,,30,,85,,283,,301,,291,,1549,,1853,,13617,,18940,,3,,16,,30,,143,,227,,,
NEVADA,2018,13,1,,0,,3,,3,,8,,,-,104,,141,,59,,1197,,,-,0,,2,,3,,17,,"NEVADA
(39.491833, -117.070159)",
PUERTO RICO,2018,13,,-,0,,0,,,-,3,,,-,9,,25,,76,,177,,,-,0,,0,,,-,3,,"PUERTO RICO
(18.215692, -66.414655)",
S. ATLANTIC,2018,13,5,,38,,66,,381,,567,,937,,2336,,3024,,21846,,27552,,7,,22,,59,,288,,351,,,
WEST VIRGINIA,2018,13,,-,1,,5,,2,,24,,,-,21,,40,,,-,463,,,-,1,,6,,7,,13,,"WEST VIRGINIA
(38.668501, -80.709421)",
KANSAS,2018,13,,-,2,,5,,18,,26,,64,,90,,115,,1107,,1002,,,-,1,,4,,3,,20,,"KANSAS
(38.345528, -98.201847)",
LOUISIANA,2018,13,,-,3,,12,,2,,43,,171,,213,,502,,2449,,2577,,,-,1,,4,,31,,19,,"LOUISIANA
(31.2931, -92.463284)",
MISSISSIPPI,2018,13,,N,0,,0,,,N,,N,194,,182,,336,,1739,,1409,,,-,1,,5,,28,,19,,"MISSISSIPPI
(32.738663, -89.537312)",
CALIFORNIA,2018,13,4,,45,,76,,329,,582,,109,,1483,,1697,,17100,,17683,,,-,1,,5,,17,,13,,"CALIFORNIA
(37.640735, -121.002435)",
ARIZONA,2018,13,,-,3,,6,,31,,32,,233,,239,,454,,2551,,2632,,,-,2,,7,,44,,56,,"ARIZONA
(34.869712, -111.760902)",
MONTANA,2018,13,,-,2,,7,,13,,19,,,-,16,,31,,233,,205,,,-,0,,3,,7,,5,,"MONTANA
(47.062617, -109.430168)",
MAINE,2018,13,2,,2,,7,,21,,12,,1,,12,,32,,141,,114,,,-,0,,2,,7,,11,,"MAINE
(45.252223, -68.986647)",
W.N. CENTRAL,2018,13,7,,14,,32,,138,,206,,321,,636,,787,,7918,,7366,,4,,5,,12,,62,,86,,,
GUAM,2018,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
C.N.M.I.,2018,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
ALASKA,2018,13,1,,1,,7,,7,,14,,,-,40,,62,,14,,497,,1,,0,,2,,8,,4,,"ALASKA
(64.836661, -147.738891)",
FLORIDA,2018,13,,-,18,,31,,227,,250,,283,,630,,851,,6896,,7216,,4,,6,,14,,112,,71,,"FLORIDA
(28.915325, -81.922409)",
TEXAS,2018,13,,N,0,,0,,,N,,N,,-,878,,1252,,7937,,11505,,4,,7,,56,,114,,81,,"TEXAS
(31.827233, -99.423022)",
UTAH,2018,13,,-,3,,12,,45,,42,,28,,47,,226,,594,,564,,,-,1,,4,,16,,22,,"UTAH
(39.359772, -111.584173)",
MASSACHUSETTS,2018,13,,-,10,,22,,102,,119,,,-,158,,202,,1746,,1508,,,-,2,,10,,38,,31,,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW MEXICO,2018,13,,-,1,,6,,8,,24,,10,,83,,168,,684,,974,,,-,1,,3,,13,,16,,"NEW MEXICO
(34.520396, -106.244402)",
W.S. CENTRAL,2018,13,5,,6,,16,,30,,67,,226,,1379,,1739,,11715,,16930,,10,,12,,86,,191,,152,,,
VIRGINIA,2018,13,2,,5,,28,,65,,54,,177,,240,,352,,2721,,2748,,1,,2,,20,,21,,35,,"VIRGINIA
(37.542699, -78.45822)",
NEBRASKA,2018,13,4,,2,,6,,30,,33,,17,,48,,83,,587,,609,,2,,1,,3,,7,,15,,"NEBRASKA
(41.640503, -99.367122)",
DIST. OF COL.,2018,13,,-,0,,2,,3,,12,,56,,83,,207,,990,,962,,,-,0,,1,,3,,3,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MISSOURI,2018,13,3,,4,,14,,46,,64,,240,,257,,344,,3534,,3001,,2,,2,,10,,46,,42,,"MISSOURI
(38.636168, -92.566292)",
WASHINGTON,2018,13,,-,8,,137,,45,,56,,170,,192,,280,,2077,,2232,,,-,0,,3,,4,,2,,"WASHINGTON
(47.517368, -120.467672)",
TENNESSEE,2018,13,,N,0,,0,,,N,,N,77,,233,,323,,2223,,3103,,,-,3,,11,,41,,46,,"TENNESSEE
(35.681402, -85.774444)",
HAWAII,2018,13,,-,1,,5,,9,,14,,,-,26,,47,,289,,335,,,-,0,,4,,13,,13,,"HAWAII
(21.30992, -157.858158)",
NEW HAMPSHIRE,2018,13,,-,2,,5,,11,,18,,,-,7,,18,,,-,156,,,-,0,,3,,11,,2,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
GEORGIA,2018,13,,-,5,,16,,42,,150,,183,,393,,504,,3613,,5692,,,-,4,,15,,45,,63,,"GEORGIA
(32.836038, -83.631709)",
VIRGIN ISL.,2018,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,6,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
WISCONSIN,2018,13,,-,9,,46,,91,,63,,,-,152,,209,,1448,,1771,,,-,1,,5,,,-,31,,"WISCONSIN
(44.395526, -89.834513)",
E.S. CENTRAL,2018,13,,-,3,,10,,33,,47,,271,,753,,1054,,6242,,8979,,2,,7,,23,,130,,111,,,
UNITED STATES,2018,13,80,,250,,389,,2204,,2965,,3588,,10394,,12257,,103742,,127867,,39,,97,,261,,1288,,1376,,,
MARYLAND,2018,13,3,,3,,8,,31,,36,,,-,196,,355,,1608,,2027,,2,,2,,7,,43,,31,,"MARYLAND
(39.290443, -76.612333)",
MID. ATLANTIC,2018,13,35,,48,,71,,460,,578,,715,,1133,,1309,,13089,,15671,,8,,17,,32,,202,,177,,,
CONNECTICUT,2018,13,,-,4,,9,,37,,44,,,-,68,,122,,,-,860,,,-,1,,6,,8,,13,,"CONNECTICUT
(41.544654, -72.651713)",
MICHIGAN,2018,13,,-,8,,33,,62,,120,,44,,292,,391,,2410,,3483,,,-,3,,9,,35,,57,,"MICHIGAN
(44.66399, -84.711206)",
NORTH CAROLINA,2018,13,,-,0,,0,,,-,,-,,-,437,,511,,3905,,5313,,,-,4,,12,,44,,56,,"NORTH CAROLINA
(35.47995, -79.180571)",
OREGON,2018,13,2,,7,,16,,77,,60,,119,,102,,149,,1484,,1164,,,-,2,,7,,29,,31,,"OREGON
(44.567912, -120.156945)",
OKLAHOMA,2018,13,,N,0,,0,,,N,,N,24,,136,,210,,1287,,1818,,4,,2,,19,,27,,33,,"OKLAHOMA
(35.468494, -97.521264)",
INDIANA,2018,13,,-,3,,8,,19,,28,,91,,229,,302,,2652,,2674,,,-,3,,9,,39,,24,,"INDIANA
(39.76845, -86.156212)",
RHODE ISLAND,2018,13,,-,1,,3,,6,,8,,35,,17,,110,,189,,98,,1,,0,,7,,6,,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MINNESOTA,2018,13,,-,0,,0,,,-,,-,,-,132,,187,,1499,,1496,,,-,0,,3,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
NORTH DAKOTA,2018,13,,-,0,,4,,8,,5,,,-,17,,30,,183,,182,,,-,0,,2,,5,,3,,"NORTH DAKOTA
(47.475879, -100.121011)",
WYOMING,2018,13,,-,0,,3,,,-,7,,,-,8,,15,,65,,86,,,-,0,,1,,,-,,-,"WYOMING
(43.23558, -108.110518)",
SOUTH CAROLINA,2018,13,,-,2,,9,,11,,36,,238,,234,,955,,1824,,2668,,,-,2,,12,,7,,71,,"SOUTH CAROLINA
(34.009286, -81.037094)",
RHODE ISLAND,2018,14,2,,1,,3,,8,,10,,30,,18,,112,,219,,102,,1,,0,,7,,7,,,-,"RHODE ISLAND
(41.707447, -71.522488)",
WYOMING,2018,14,,-,0,,3,,,-,7,,1,,8,,15,,68,,96,,,-,0,,1,,,-,,-,"WYOMING
(43.23558, -108.110518)",
CALIFORNIA,2018,14,5,,42,,67,,361,,545,,165,,1489,,1696,,18645,,19020,,,-,1,,5,,17,,15,,"CALIFORNIA
(37.640735, -121.002435)",
MARYLAND,2018,14,1,,3,,8,,32,,38,,80,,192,,355,,1817,,2195,,5,,2,,7,,48,,35,,"MARYLAND
(39.290443, -76.612333)",
GEORGIA,2018,14,,-,5,,14,,42,,161,,,-,408,,513,,3613,,6107,,,-,4,,15,,45,,66,,"GEORGIA
(32.836038, -83.631709)",
UNITED STATES,2018,14,106,,242,,381,,2459,,3120,,4339,,10411,,12311,,114972,,137711,,64,,97,,262,,1412,,1485,,,
IOWA,2018,14,,-,4,,15,,33,,57,,,-,74,,98,,940,,823,,,-,0,,1,,,-,,-,"IOWA
(42.46942, -93.815856)",
WEST VIRGINIA,2018,14,,-,1,,5,,2,,24,,,-,22,,40,,,-,485,,,-,1,,6,,7,,14,,"WEST VIRGINIA
(38.668501, -80.709421)",
AMER. SAMOA,2018,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
PUERTO RICO,2018,14,,-,0,,0,,,-,3,,3,,9,,25,,85,,188,,,-,0,,0,,,-,3,,"PUERTO RICO
(18.215692, -66.414655)",
LOUISIANA,2018,14,,-,3,,12,,2,,43,,,-,213,,502,,2449,,2751,,,-,1,,4,,31,,20,,"LOUISIANA
(31.2931, -92.463284)",
KENTUCKY,2018,14,,N,0,,0,,,N,,N,,-,128,,230,,531,,1855,,5,,2,,8,,38,,27,,"KENTUCKY
(37.64591, -84.774043)",
W.S. CENTRAL,2018,14,,-,6,,16,,30,,67,,848,,1387,,1750,,13665,,18257,,10,,11,,86,,207,,154,,,
TEXAS,2018,14,,N,0,,0,,,N,,N,703,,880,,1245,,9641,,12370,,5,,7,,56,,125,,82,,"TEXAS
(31.827233, -99.423022)",
TENNESSEE,2018,14,,N,0,,0,,,N,,N,89,,239,,323,,3074,,3338,,,-,3,,11,,44,,48,,"TENNESSEE
(35.681402, -85.774444)",
OHIO,2018,14,1,,6,,27,,116,,91,,263,,462,,546,,5438,,6126,,8,,5,,13,,78,,59,,"OHIO
(40.056807, -82.405897)",
OREGON,2018,14,1,,6,,16,,82,,68,,101,,103,,149,,1586,,1238,,,-,2,,7,,33,,34,,"OREGON
(44.567912, -120.156945)",
MICHIGAN,2018,14,,-,8,,33,,62,,129,,44,,292,,391,,2685,,3774,,,-,3,,9,,42,,64,,"MICHIGAN
(44.66399, -84.711206)",
GUAM,2018,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
SOUTH CAROLINA,2018,14,,-,3,,9,,48,,37,,248,,235,,955,,2080,,2859,,,-,2,,12,,7,,75,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW JERSEY,2018,14,,-,2,,15,,17,,89,,60,,174,,252,,1952,,2342,,,-,3,,8,,43,,34,,"NEW JERSEY
(40.104655, -74.386686)",
ALABAMA,2018,14,,-,3,,10,,36,,49,,,-,224,,361,,1749,,2982,,,-,2,,7,,30,,22,,"ALABAMA
(32.839182, -86.631125)",
SOUTH DAKOTA,2018,14,,-,2,,4,,18,,28,,,-,18,,36,,171,,334,,,-,0,,3,,6,,6,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MAINE,2018,14,1,,2,,7,,22,,15,,1,,12,,32,,157,,124,,,-,0,,2,,7,,12,,"MAINE
(45.252223, -68.986647)",
E.S. CENTRAL,2018,14,,-,3,,10,,36,,49,,262,,754,,1054,,7264,,9697,,6,,7,,23,,141,,117,,,
COLORADO,2018,14,3,,10,,19,,114,,123,,83,,164,,260,,2048,,2012,,2,,2,,6,,38,,29,,"COLORADO
(38.841772, -106.132562)",
MOUNTAIN,2018,14,8,,22,,45,,253,,294,,313,,663,,1000,,6770,,8341,,7,,8,,15,,139,,161,,,
DELAWARE,2018,14,,-,0,,2,,,-,5,,,-,31,,54,,325,,500,,,-,0,,2,,6,,8,,"DELAWARE
(39.008676, -75.574561)",
MID. ATLANTIC,2018,14,37,,48,,71,,511,,624,,734,,1127,,1310,,14108,,16780,,15,,17,,32,,225,,195,,,
HAWAII,2018,14,,-,1,,5,,9,,16,,,-,26,,47,,289,,349,,,-,0,,4,,13,,14,,"HAWAII
(21.30992, -157.858158)",
KANSAS,2018,14,,-,2,,5,,20,,29,,32,,90,,115,,1162,,1105,,,-,0,,4,,3,,20,,"KANSAS
(38.345528, -98.201847)",
IDAHO,2018,14,3,,2,,9,,30,,31,,,-,17,,38,,134,,232,,,-,0,,2,,9,,8,,"IDAHO
(43.680635, -114.364237)",
NORTH CAROLINA,2018,14,,-,0,,0,,,-,,-,,-,439,,511,,4403,,5740,,,-,4,,12,,47,,61,,"NORTH CAROLINA
(35.47995, -79.180571)",
FLORIDA,2018,14,,-,18,,32,,242,,268,,320,,630,,851,,7495,,7756,,7,,6,,14,,119,,74,,"FLORIDA
(28.915325, -81.922409)",
W.N. CENTRAL,2018,14,4,,14,,32,,160,,221,,266,,639,,786,,8753,,7950,,2,,5,,13,,70,,88,,,
S. ATLANTIC,2018,14,1,,39,,67,,434,,598,,920,,2361,,3035,,23734,,29724,,12,,22,,60,,303,,373,,,
CONNECTICUT,2018,14,1,,4,,9,,41,,44,,,-,68,,122,,,-,914,,,-,1,,6,,8,,15,,"CONNECTICUT
(41.544654, -72.651713)",
MINNESOTA,2018,14,,-,0,,0,,,-,,-,14,,132,,186,,1812,,1589,,,-,0,,3,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
ARIZONA,2018,14,1,,3,,6,,34,,33,,178,,239,,454,,2827,,2815,,4,,2,,7,,49,,60,,"ARIZONA
(34.869712, -111.760902)",
ILLINOIS,2018,14,,N,0,,0,,,N,,N,21,,428,,547,,2918,,5747,,,-,3,,11,,5,,64,,"ILLINOIS
(40.477092, -88.993221)",
