Reporting Area,MMWR Year,MMWR Week,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Max†","Cryptosporidiosis, Previous 52 weeks Max†, flag","Cryptosporidiosis, Cum 2019†","Cryptosporidiosis, Cum 2019†, flag","Cryptosporidiosis, Cum 2018†","Cryptosporidiosis, Cum 2018†, flag","Cyclosporiasis, Current week","Cyclosporiasis, Current week, flag","Cyclosporiasis, Previous 52 weeks Max†","Cyclosporiasis, Previous 52 weeks Max†, flag","Cyclosporiasis, Cum 2019†","Cyclosporiasis, Cum 2019†, flag","Cyclosporiasis, Cum 2018†","Cyclosporiasis, Cum 2018†, flag",Location 1,Location 2
MIDDLE ATLANTIC,2019,14,11,,51,,227,,157,,,-,24,,5,,7,,MIDDLE ATLANTIC,
MINNESOTA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
OREGON,2019,14,1,,14,,55,,101,,,-,2,,,-,,-,"OREGON
(44.567912, -120.156945)",
GUAM,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
US TERRITORIES,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
NON-US RESIDENTS,2019,14,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
EAST SOUTH CENTRAL,2019,14,3,,22,,107,,152,,,-,3,,,-,,-,,EAST SOUTH CENTRAL
NORTHERN MARIANA ISLANDS,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
US RESIDENTS,2019,14,61,,438,,1617,,1958,,2,,576,,22,,29,,,US RESIDENTS
NEW MEXICO,2019,14,,-,10,,9,,11,,,-,1,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
WEST NORTH CENTRAL,2019,14,8,,68,,204,,262,,,-,87,,3,,4,,,WEST NORTH CENTRAL
DISTRICT OF COLUMBIA,2019,14,,-,3,,3,,10,,,-,2,,,-,2,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
AMERICAN SAMOA,2019,14,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA
SOUTH CAROLINA,2019,14,,-,6,,23,,29,,,-,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
ALASKA,2019,14,,-,2,,,-,2,,,-,1,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NEW YORK,2019,14,7,,20,,57,,34,,,-,11,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
RHODE ISLAND,2019,14,,-,37,,3,,8,,,-,2,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NORTH DAKOTA,2019,14,1,,4,,2,,11,,,N,,NC,,N,,N,"NORTH DAKOTA
(47.475879, -100.121011)",
INDIANA,2019,14,,-,21,,,-,48,,,-,21,,,-,,-,"INDIANA
(39.76845, -86.156212)",
KENTUCKY,2019,14,,-,8,,15,,36,,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
TOTAL,2019,14,61,,438,,1617,,1958,,2,,576,,22,,29,,,TOTAL
CALIFORNIA,2019,14,1,,26,,92,,104,,,-,23,,1,,,-,"CALIFORNIA
(37.640735, -121.002435)",
TENNESSEE,2019,14,3,,10,,35,,55,,,-,3,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
NEW JERSEY,2019,14,,-,12,,27,,17,,,-,8,,1,,4,,"NEW JERSEY
(40.104655, -74.386686)",
MISSISSIPPI,2019,14,,-,8,,15,,20,,,N,,NC,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
MARYLAND,2019,14,,-,7,,14,,10,,2,,7,,3,,,-,"MARYLAND
(39.290443, -76.612333)",
MOUNTAIN,2019,14,7,,59,,117,,126,,,-,12,,1,,5,,,MOUNTAIN
VERMONT,2019,14,,-,10,,7,,7,,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
IDAHO,2019,14,1,,7,,22,,24,,,N,,NC,,N,,N,"IDAHO
(43.680635, -114.364237)",
SOUTH DAKOTA,2019,14,,-,15,,30,,21,,,-,12,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
OHIO,2019,14,7,,36,,121,,151,,,-,23,,,-,,-,"OHIO
(40.056807, -82.405897)",
COLORADO,2019,14,5,,11,,24,,36,,,-,6,,,-,3,,"COLORADO
(38.841772, -106.132562)",
VIRGINIA,2019,14,,-,17,,54,,64,,,-,5,,1,,,-,"VIRGINIA
(37.542699, -78.45822)",
U.S. VIRGIN ISLANDS,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
GEORGIA,2019,14,1,,27,,55,,58,,,-,7,,1,,1,,"GEORGIA
(32.836038, -83.631709)",
ARIZONA,2019,14,,-,28,,25,,23,,,-,2,,1,,,-,"ARIZONA
(34.869712, -111.760902)",
NEBRASKA,2019,14,5,,9,,35,,21,,,-,5,,1,,1,,"NEBRASKA
(41.640503, -99.367122)",
HAWAII,2019,14,,-,1,,2,,2,,,-,1,,,-,,-,"HAWAII
(21.30992, -157.858158)",
CONNECTICUT,2019,14,,-,8,,21,,11,,,-,6,,,-,1,,"CONNECTICUT
(41.544654, -72.651713)",
DELAWARE,2019,14,,-,4,,1,,9,,,-,3,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ILLINOIS,2019,14,,-,21,,51,,41,,,-,397,,3,,2,,"ILLINOIS
(40.477092, -88.993221)",
MAINE,2019,14,,-,6,,2,,10,,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
UTAH,2019,14,,-,18,,25,,18,,,-,5,,,-,1,,"UTAH
(39.359772, -111.584173)",
MISSOURI,2019,14,1,,19,,42,,66,,,-,30,,2,,,-,"MISSOURI
(38.636168, -92.566292)",
IOWA,2019,14,1,,40,,80,,129,,,-,75,,,-,3,,"IOWA
(42.46942, -93.815856)",
MASSACHUSETTS,2019,14,4,,18,,35,,38,,,-,6,,,-,3,,"MASSACHUSETTS
(42.268546, -72.085064)",
PUERTO RICO,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
WEST SOUTH CENTRAL,2019,14,10,,64,,160,,171,,,-,49,,2,,2,,,WEST SOUTH CENTRAL
NEW ENGLAND,2019,14,4,,48,,87,,88,,,-,10,,,-,4,,,NEW ENGLAND
SOUTH ATLANTIC,2019,14,1,,74,,196,,349,,2,,27,,6,,4,,,SOUTH ATLANTIC
NORTH CAROLINA,2019,14,,-,12,,40,,37,,,-,6,,1,,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
LOUISIANA,2019,14,8,,9,,13,,34,,,-,2,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
NEW HAMPSHIRE,2019,14,,-,7,,19,,14,,,-,2,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
KANSAS,2019,14,,-,7,,15,,14,,,-,4,,,-,,-,"KANSAS
(38.345528, -98.201847)",
NEVADA,2019,14,,-,6,,6,,1,,,N,,NC,,N,,N,"NEVADA
(39.491833, -117.070159)",
MONTANA,2019,14,1,,5,,6,,12,,,-,3,,,-,,-,"MONTANA
(47.062617, -109.430168)",
PACIFIC,2019,14,3,,45,,189,,224,,,-,26,,1,,,-,,PACIFIC
WEST VIRGINIA,2019,14,,-,6,,6,,11,,,-,2,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
WYOMING,2019,14,,-,2,,,-,1,,,-,1,,,-,1,,"WYOMING
(43.23558, -108.110518)",
PENNSYLVANIA,2019,14,4,,20,,82,,76,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
NEBRASKA,2019,15,1,,9,,37,,27,,,-,5,,1,,1,,"NEBRASKA
(41.640503, -99.367122)",
CALIFORNIA,2019,15,5,,26,,112,,115,,,-,23,,3,,1,,"CALIFORNIA
(37.640735, -121.002435)",
MICHIGAN,2019,15,1,,16,,68,,68,,,-,5,,1,,,-,"MICHIGAN
(44.66399, -84.711206)",
WASHINGTON,2019,15,,-,35,,43,,18,,,-,3,,1,,,-,"WASHINGTON
(47.517368, -120.467672)",
NEW YORK,2019,15,7,,20,,63,,34,,,-,11,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
EAST NORTH CENTRAL,2019,15,14,,119,,359,,475,,,-,455,,5,,3,,,EAST NORTH CENTRAL
ILLINOIS,2019,15,,-,21,,56,,47,,,-,397,,4,,2,,"ILLINOIS
(40.477092, -88.993221)",
MISSISSIPPI,2019,15,,-,8,,15,,20,,,N,,NC,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
MAINE,2019,15,1,,6,,4,,12,,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
PUERTO RICO,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
ALABAMA,2019,15,1,,8,,44,,49,,,N,,NC,,N,,N,"ALABAMA
(32.839182, -86.631125)",
TEXAS,2019,15,9,,53,,120,,117,,,-,40,,2,,2,,"TEXAS
(31.827233, -99.423022)",
MONTANA,2019,15,,-,5,,7,,15,,,-,3,,1,,,-,"MONTANA
(47.062617, -109.430168)",
WEST NORTH CENTRAL,2019,15,2,,68,,218,,292,,,-,87,,3,,5,,,WEST NORTH CENTRAL
KENTUCKY,2019,15,,-,8,,17,,37,,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
NEW HAMPSHIRE,2019,15,,-,7,,20,,15,,,-,2,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW ENGLAND,2019,15,3,,48,,98,,99,,,-,10,,,-,4,,,NEW ENGLAND
IOWA,2019,15,,-,40,,86,,136,,,-,75,,,-,3,,"IOWA
(42.46942, -93.815856)",
HAWAII,2019,15,,-,1,,2,,2,,,-,1,,,-,,-,"HAWAII
(21.30992, -157.858158)",
IDAHO,2019,15,,-,7,,22,,27,,,N,,NC,,N,,N,"IDAHO
(43.680635, -114.364237)",
TOTAL,2019,15,70,,438,,1801,,2140,,,-,576,,27,,34,,,TOTAL
PENNSYLVANIA,2019,15,7,,20,,90,,83,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
NORTHERN MARIANA ISLANDS,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MOUNTAIN,2019,15,2,,59,,133,,143,,,-,12,,2,,8,,,MOUNTAIN
NEVADA,2019,15,,-,6,,6,,2,,,N,,NC,,N,,N,"NEVADA
(39.491833, -117.070159)",
VERMONT,2019,15,,-,10,,9,,8,,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
DISTRICT OF COLUMBIA,2019,15,,-,3,,5,,10,,,-,2,,,-,2,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
OKLAHOMA,2019,15,3,,10,,26,,17,,,N,,NC,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
PACIFIC,2019,15,9,,45,,219,,249,,,-,26,,4,,1,,,PACIFIC
UTAH,2019,15,1,,18,,28,,23,,,-,5,,,-,2,,"UTAH
(39.359772, -111.584173)",
KANSAS,2019,15,,-,7,,19,,17,,,-,4,,,-,,-,"KANSAS
(38.345528, -98.201847)",
CONNECTICUT,2019,15,,-,8,,21,,12,,,-,6,,,-,1,,"CONNECTICUT
(41.544654, -72.651713)",
TENNESSEE,2019,15,,-,10,,36,,63,,,-,3,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
SOUTH DAKOTA,2019,15,,-,15,,31,,31,,,-,12,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MASSACHUSETTS,2019,15,2,,18,,40,,40,,,-,6,,,-,3,,"MASSACHUSETTS
(42.268546, -72.085064)",
MIDDLE ATLANTIC,2019,15,14,,51,,249,,164,,,-,24,,5,,7,,MIDDLE ATLANTIC,
MISSOURI,2019,15,1,,19,,43,,69,,,-,30,,2,,1,,"MISSOURI
(38.636168, -92.566292)",
US TERRITORIES,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
LOUISIANA,2019,15,1,,9,,15,,39,,,-,2,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
US RESIDENTS,2019,15,70,,438,,1801,,2140,,,-,576,,27,,34,,,US RESIDENTS
FLORIDA,2019,15,,-,27,,,-,125,,,-,9,,,-,1,,"FLORIDA
(28.915325, -81.922409)",
EAST SOUTH CENTRAL,2019,15,1,,22,,112,,169,,,-,3,,,-,,-,,EAST SOUTH CENTRAL
NEW JERSEY,2019,15,,-,12,,30,,17,,,-,8,,1,,4,,"NEW JERSEY
(40.104655, -74.386686)",
NON-US RESIDENTS,2019,15,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
WISCONSIN,2019,15,1,,48,,102,,145,,,-,141,,,-,1,,"WISCONSIN
(44.395526, -89.834513)",
NEW MEXICO,2019,15,,-,10,,10,,11,,,-,1,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
COLORADO,2019,15,1,,11,,31,,39,,,-,6,,,-,4,,"COLORADO
(38.841772, -106.132562)",
RHODE ISLAND,2019,15,,-,37,,4,,12,,,-,2,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
ARKANSAS,2019,15,,-,8,,22,,15,,,-,1,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
SOUTH CAROLINA,2019,15,,-,6,,23,,29,,,-,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
INDIANA,2019,15,,-,21,,,-,53,,,-,21,,,-,,-,"INDIANA
(39.76845, -86.156212)",
U.S. VIRGIN ISLANDS,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NEW YORK CITY,2019,15,,-,12,,66,,30,,,-,11,,4,,3,,,NEW YORK CITY
WEST VIRGINIA,2019,15,,-,6,,6,,12,,,-,2,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
WEST SOUTH CENTRAL,2019,15,13,,64,,183,,188,,,-,49,,2,,2,,,WEST SOUTH CENTRAL
SOUTH ATLANTIC,2019,15,12,,74,,230,,361,,,-,27,,6,,4,,,SOUTH ATLANTIC
NORTH DAKOTA,2019,15,,-,4,,2,,12,,,N,,NC,,N,,N,"NORTH DAKOTA
(47.475879, -100.121011)",
OREGON,2019,15,4,,14,,62,,111,,,-,2,,,-,,-,"OREGON
(44.567912, -120.156945)",
DELAWARE,2019,15,,-,4,,2,,9,,,-,3,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
GUAM,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
VIRGINIA,2019,15,8,,17,,72,,65,,,-,5,,1,,,-,"VIRGINIA
(37.542699, -78.45822)",
WYOMING,2019,15,,-,2,,,-,1,,,-,1,,,-,2,,"WYOMING
(43.23558, -108.110518)",
NORTH CAROLINA,2019,15,,-,12,,46,,40,,,-,6,,1,,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
MARYLAND,2019,15,,-,7,,14,,10,,,-,7,,3,,,-,"MARYLAND
(39.290443, -76.612333)",
MINNESOTA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
GEORGIA,2019,15,4,,27,,62,,61,,,-,7,,1,,1,,"GEORGIA
(32.836038, -83.631709)",
ALASKA,2019,15,,-,2,,,-,3,,,-,1,,,-,,-,"ALASKA
(64.836661, -147.738891)",
AMERICAN SAMOA,2019,15,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA
OHIO,2019,15,12,,36,,133,,162,,,-,23,,,-,,-,"OHIO
(40.056807, -82.405897)",
ARIZONA,2019,15,,-,28,,29,,25,,,-,2,,1,,,-,"ARIZONA
(34.869712, -111.760902)",
ALASKA,2019,16,,-,2,,,-,3,,,-,1,,,-,,-,"ALASKA
(64.836661, -147.738891)",
UTAH,2019,16,3,,18,,34,,25,,,-,5,,,-,2,,"UTAH
(39.359772, -111.584173)",
MISSISSIPPI,2019,16,,-,8,,17,,21,,,N,,NC,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
EAST NORTH CENTRAL,2019,16,15,,119,,385,,513,,,-,458,,5,,4,,,EAST NORTH CENTRAL
WASHINGTON,2019,16,2,,35,,58,,19,,,-,3,,1,,,-,"WASHINGTON
(47.517368, -120.467672)",
OHIO,2019,16,9,,36,,142,,171,,,-,23,,,-,,-,"OHIO
(40.056807, -82.405897)",
OREGON,2019,16,2,,14,,66,,119,,,-,2,,,-,,-,"OREGON
(44.567912, -120.156945)",
ILLINOIS,2019,16,,-,21,,59,,54,,,-,400,,4,,2,,"ILLINOIS
(40.477092, -88.993221)",
NEW YORK CITY,2019,16,,-,12,,73,,36,,,-,11,,4,,3,,,NEW YORK CITY
TEXAS,2019,16,,-,53,,120,,126,,,-,40,,2,,2,,"TEXAS
(31.827233, -99.423022)",
NORTH CAROLINA,2019,16,,-,12,,47,,43,,,-,6,,1,,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
WEST NORTH CENTRAL,2019,16,5,,68,,243,,327,,,-,87,,3,,5,,,WEST NORTH CENTRAL
MICHIGAN,2019,16,,-,16,,68,,71,,,-,5,,1,,,-,"MICHIGAN
(44.66399, -84.711206)",
WEST VIRGINIA,2019,16,,-,6,,6,,14,,,-,2,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MARYLAND,2019,16,1,,7,,15,,12,,,-,7,,3,,1,,"MARYLAND
(39.290443, -76.612333)",
FLORIDA,2019,16,,-,27,,,-,131,,,-,9,,,-,1,,"FLORIDA
(28.915325, -81.922409)",
NEW JERSEY,2019,16,,-,12,,37,,18,,,-,8,,2,,5,,"NEW JERSEY
(40.104655, -74.386686)",
NEVADA,2019,16,,-,6,,6,,2,,,N,,NC,,N,,N,"NEVADA
(39.491833, -117.070159)",
VERMONT,2019,16,,-,10,,9,,9,,,-,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
IDAHO,2019,16,,-,7,,22,,27,,,N,,NC,,N,,N,"IDAHO
(43.680635, -114.364237)",
MONTANA,2019,16,1,,5,,10,,15,,,-,3,,1,,,-,"MONTANA
(47.062617, -109.430168)",
WYOMING,2019,16,,-,2,,,-,2,,,-,1,,,-,3,,"WYOMING
(43.23558, -108.110518)",
TENNESSEE,2019,16,,-,10,,40,,71,,,-,3,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MIDDLE ATLANTIC,2019,16,10,,51,,270,,180,,,-,24,,6,,8,,MIDDLE ATLANTIC,
GUAM,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MINNESOTA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
NORTHERN MARIANA ISLANDS,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
ARKANSAS,2019,16,1,,8,,31,,17,,,-,1,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
CALIFORNIA,2019,16,,-,26,,119,,124,,,-,23,,3,,2,,"CALIFORNIA
(37.640735, -121.002435)",
NEW MEXICO,2019,16,,-,10,,11,,16,,,-,1,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
HAWAII,2019,16,,-,1,,2,,2,,,-,1,,,-,,-,"HAWAII
(21.30992, -157.858158)",
KANSAS,2019,16,,-,7,,19,,20,,,-,4,,,-,,-,"KANSAS
(38.345528, -98.201847)",
US TERRITORIES,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
COLORADO,2019,16,1,,11,,32,,43,,,-,6,,,-,4,,"COLORADO
(38.841772, -106.132562)",
GEORGIA,2019,16,,-,27,,63,,67,,,-,7,,1,,1,,"GEORGIA
(32.836038, -83.631709)",
PUERTO RICO,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
EAST SOUTH CENTRAL,2019,16,,-,22,,119,,186,,,-,3,,,-,,-,,EAST SOUTH CENTRAL
MISSOURI,2019,16,1,,19,,48,,74,,,-,30,,2,,1,,"MISSOURI
(38.636168, -92.566292)",
MOUNTAIN,2019,16,5,,59,,144,,157,,,-,12,,2,,10,,,MOUNTAIN
WISCONSIN,2019,16,6,,48,,116,,156,,,-,141,,,-,2,,"WISCONSIN
(44.395526, -89.834513)",
SOUTH ATLANTIC,2019,16,8,,74,,242,,387,,,-,27,,6,,5,,,SOUTH ATLANTIC
DISTRICT OF COLUMBIA,2019,16,,-,3,,5,,11,,,-,2,,,-,2,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
SOUTH CAROLINA,2019,16,,-,6,,23,,31,,,-,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
MAINE,2019,16,1,,6,,5,,14,,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
IOWA,2019,16,1,,40,,102,,150,,,-,75,,,-,3,,"IOWA
(42.46942, -93.815856)",
SOUTH DAKOTA,2019,16,,-,15,,31,,34,,,-,12,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW ENGLAND,2019,16,5,,48,,107,,119,,,-,10,,1,,4,,,NEW ENGLAND
WEST SOUTH CENTRAL,2019,16,9,,64,,200,,205,,,-,49,,2,,2,,,WEST SOUTH CENTRAL
RHODE ISLAND,2019,16,,-,37,,4,,21,,,-,2,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NEW YORK,2019,16,7,,20,,69,,39,,,-,11,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
ARIZONA,2019,16,,-,28,,29,,27,,,-,2,,1,,1,,"ARIZONA
(34.869712, -111.760902)",
TOTAL,2019,16,61,,438,,1955,,2341,,,-,579,,29,,40,,,TOTAL
CONNECTICUT,2019,16,1,,8,,23,,12,,,-,6,,1,,1,,"CONNECTICUT
(41.544654, -72.651713)",
NEW HAMPSHIRE,2019,16,,-,7,,21,,16,,,-,2,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MASSACHUSETTS,2019,16,3,,18,,45,,47,,,-,6,,,-,3,,"MASSACHUSETTS
(42.268546, -72.085064)",
INDIANA,2019,16,,-,21,,,-,61,,,-,21,,,-,,-,"INDIANA
(39.76845, -86.156212)",
PACIFIC,2019,16,4,,45,,245,,267,,,-,26,,4,,2,,,PACIFIC
OKLAHOMA,2019,16,2,,10,,28,,22,,,N,,NC,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
LOUISIANA,2019,16,6,,9,,21,,40,,,-,2,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
U.S. VIRGIN ISLANDS,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
DELAWARE,2019,16,,-,4,,2,,9,,,-,3,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NORTH DAKOTA,2019,16,,-,4,,2,,16,,,N,,NC,,N,,N,"NORTH DAKOTA
(47.475879, -100.121011)",
US RESIDENTS,2019,16,61,,438,,1955,,2341,,,-,579,,29,,40,,,US RESIDENTS
KENTUCKY,2019,16,,-,8,,17,,42,,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
VIRGINIA,2019,16,7,,17,,81,,69,,,-,5,,1,,,-,"VIRGINIA
(37.542699, -78.45822)",
AMERICAN SAMOA,2019,16,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA
PENNSYLVANIA,2019,16,3,,20,,91,,87,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
NEBRASKA,2019,16,3,,9,,41,,33,,,-,5,,1,,1,,"NEBRASKA
(41.640503, -99.367122)",
ALABAMA,2019,16,,-,7,,45,,52,,,N,,NC,,N,,N,"ALABAMA
(32.839182, -86.631125)",
NON-US RESIDENTS,2019,16,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
NORTH DAKOTA,2019,17,,-,4,,2,,16,,,N,,NC,,N,,N,"NORTH DAKOTA
(47.446305, -100.46931)",
ALABAMA,2019,17,,-,7,,48,,53,,,N,,NC,,N,,N,"ALABAMA
(32.756889, -86.844516)",
GUAM,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
WEST VIRGINIA,2019,17,,-,6,,6,,16,,,-,2,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",
HAWAII,2019,17,,-,1,,2,,2,,,-,1,,,-,,-,"HAWAII
(21.361013, -157.854309)",
CALIFORNIA,2019,17,3,,26,,124,,129,,,-,23,,3,,2,,"CALIFORNIA
(37.211164, -119.662127)",
OREGON,2019,17,5,,14,,71,,131,,,-,2,,,-,,-,"OREGON
(43.940449, -120.605279)",
MIDDLE ATLANTIC,2019,17,14,,51,,290,,204,,,-,24,,8,,9,,,MIDDLE ATLANTIC
NEW YORK CITY,2019,17,2,,12,,81,,37,,,-,11,,5,,4,,,NEW YORK CITY
COLORADO,2019,17,1,,11,,36,,46,,,-,6,,,-,4,,"COLORADO
(38.998552, -105.547832)",
ARKANSAS,2019,17,4,,8,,35,,18,,,-,1,,,-,1,,"ARKANSAS
(34.899825, -92.439162)",
U.S. VIRGIN ISLANDS,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MISSISSIPPI,2019,17,,-,8,,17,,23,,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",
EAST NORTH CENTRAL,2019,17,15,,119,,416,,550,,,-,458,,6,,6,,,EAST NORTH CENTRAL
KENTUCKY,2019,17,2,,8,,19,,44,,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",
TOTAL,2019,17,74,,438,,2268,,2536,,1,,579,,36,,45,,,TOTAL
NEW HAMPSHIRE,2019,17,,-,7,,21,,16,,,-,2,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",
ARIZONA,2019,17,3,,28,,31,,29,,,-,2,,1,,1,,"ARIZONA
(34.293239, -111.664616)",
MONTANA,2019,17,,-,5,,10,,20,,,-,3,,1,,,-,"MONTANA
(47.033521, -109.645127)",
TEXAS,2019,17,,-,53,,120,,137,,,-,40,,2,,2,,"TEXAS
(31.447238, -99.317341)",
ILLINOIS,2019,17,,-,21,,62,,56,,,-,400,,5,,3,,"ILLINOIS
(40.124144, -89.148632)",
NORTH CAROLINA,2019,17,,-,13,,55,,47,,,-,6,,1,,1,,"NORTH CAROLINA
(35.52603, -79.130883)",
MAINE,2019,17,,-,6,,5,,14,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",
NEW YORK,2019,17,5,,20,,74,,45,,,-,11,,1,,,-,"NEW YORK
(42.921241, -75.59655)",
WASHINGTON,2019,17,1,,35,,62,,21,,,-,3,,1,,,-,"WASHINGTON
(47.411715, -120.592492)",
NEW JERSEY,2019,17,,-,12,,39,,22,,,-,8,,2,,5,,"NEW JERSEY
(40.110253, -74.655514)",
MOUNTAIN,2019,17,4,,59,,159,,172,,,-,12,,2,,10,,,MOUNTAIN
OHIO,2019,17,12,,36,,154,,186,,,-,23,,,-,,-,"OHIO
(40.415534, -82.70936)",
VERMONT,2019,17,,-,10,,10,,10,,,-,1,,,-,,-,"VERMONT
(44.075252, -72.662695)",
NEW MEXICO,2019,17,,-,10,,11,,18,,,-,1,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",
MICHIGAN,2019,17,1,,16,,75,,80,,,-,5,,1,,,-,"MICHIGAN
(44.874798, -85.730977)",
