Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Current week","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Current week, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Med","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Med, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Max","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Max, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2018","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2018, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2017","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2017, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Current week","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Current week, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Previous 52 weeks Med","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Previous 52 weeks Med, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Previous 52 weeks Max","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Previous 52 weeks Max, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Cum 2018","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Cum 2018, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Cum 2017","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Cum 2017, flag",Location 1,Location 2
MASSACHUSETTS,2018,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
IOWA,2018,14,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"IOWA
(42.46942, -93.815856)",
NEW JERSEY,2018,14,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
KENTUCKY,2018,14,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
MINNESOTA,2018,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
RHODE ISLAND,2018,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
ALABAMA,2018,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
UNITED STATES,2018,14,,-,0,,5,,,-,1,,,-,3,,15,,7,,5,,,
VIRGINIA,2018,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"VIRGINIA
(37.542699, -78.45822)",
UTAH,2018,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
VIRGIN ISL.,2018,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NEW ENGLAND,2018,14,,-,0,,1,,,-,,-,,-,0,,2,,1,,1,,,
MICHIGAN,2018,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
W.S. CENTRAL,2018,14,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,
LOUISIANA,2018,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
C.N.M.I.,2018,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MAINE,2018,14,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"MAINE
(45.252223, -68.986647)",
KANSAS,2018,14,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
DIST. OF COL.,2018,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MISSOURI,2018,14,,-,0,,3,,,-,1,,,-,0,,3,,,-,1,,"MISSOURI
(38.636168, -92.566292)",
VERMONT,2018,14,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"VERMONT
(43.622479, -72.51927)",
LOUISIANA,2018,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
CONNECTICUT,2018,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
GUAM,2018,15,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"GUAM
(13.3532, 144.653198)",
OKLAHOMA,2018,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
MONTANA,2018,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
NEW JERSEY,2018,15,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
AMER. SAMOA,2018,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
E.S. CENTRAL,2018,15,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,,
MOUNTAIN,2018,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2018,15,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,
NEW MEXICO,2018,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
FLORIDA,2018,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
INDIANA,2018,15,,-,0,,0,,,-,,-,,-,0,,6,,3,,1,,"INDIANA
(39.76845, -86.156212)",
DELAWARE,2018,15,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NORTH CAROLINA,2018,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
HAWAII,2018,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
C.N.M.I.,2018,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MID. ATLANTIC,2018,15,,-,0,,1,,,-,,-,,-,0,,2,,1,,,-,,
IDAHO,2018,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
WASHINGTON,2018,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
TENNESSEE,2018,15,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
NEW YORK CITY,2018,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2018,15,,-,0,,1,,,-,,-,,-,1,,10,,4,,2,,,
UNITED STATES,2018,15,,-,0,,5,,,-,1,,,-,3,,15,,8,,8,,,
DIST. OF COL.,2018,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
KENTUCKY,2018,15,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
WEST VIRGINIA,2018,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
ARKANSAS,2018,15,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
SOUTH CAROLINA,2018,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW YORK,2018,15,,-,0,,0,,,-,,-,,-,0,,2,,1,,,-,"NEW YORK
(42.826892, -75.544286)",
MASSACHUSETTS,2018,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
ALASKA,2018,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
RHODE ISLAND,2018,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
OHIO,2018,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
OREGON,2018,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
ILLINOIS,2018,15,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
VIRGIN ISL.,2018,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
CALIFORNIA,2018,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
VIRGINIA,2018,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"VIRGINIA
(37.542699, -78.45822)",
MISSISSIPPI,2018,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
TEXAS,2018,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
ALABAMA,2018,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
COLORADO,2018,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
NEVADA,2018,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
NORTH DAKOTA,2018,15,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW ENGLAND,2018,15,,-,0,,1,,,-,,-,,-,0,,2,,1,,3,,,
GEORGIA,2018,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"GEORGIA
(32.836038, -83.631709)",
PENNSYLVANIA,2018,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
W.N. CENTRAL,2018,15,,-,0,,3,,,-,1,,,-,0,,4,,1,,1,,,
MISSOURI,2018,15,,-,0,,3,,,-,1,,,-,0,,3,,,-,1,,"MISSOURI
(38.636168, -92.566292)",
SOUTH DAKOTA,2018,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MINNESOTA,2018,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
MICHIGAN,2018,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
KANSAS,2018,15,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
VERMONT,2018,15,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"VERMONT
(43.622479, -72.51927)",
ARIZONA,2018,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
WISCONSIN,2018,15,,-,0,,1,,,-,,-,,-,1,,6,,1,,1,,"WISCONSIN
(44.395526, -89.834513)",
NEBRASKA,2018,15,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
S. ATLANTIC,2018,15,,-,0,,2,,,-,,-,,-,0,,2,,1,,2,,,
UTAH,2018,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
WYOMING,2018,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
PACIFIC,2018,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
PUERTO RICO,2018,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
NEW HAMPSHIRE,2018,15,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
IOWA,2018,15,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"IOWA
(42.46942, -93.815856)",
MAINE,2018,15,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,"MAINE
(45.252223, -68.986647)",
MARYLAND,2018,15,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
OREGON,2018,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
SOUTH DAKOTA,2018,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW HAMPSHIRE,2018,16,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NORTH CAROLINA,2018,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
KANSAS,2018,16,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
OHIO,2018,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
MISSISSIPPI,2018,16,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
GUAM,2018,16,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"GUAM
(13.3532, 144.653198)",
NEW ENGLAND,2018,16,,-,0,,1,,,-,,-,,-,0,,2,,1,,3,,,
NEVADA,2018,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
MAINE,2018,16,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"MAINE
(45.252223, -68.986647)",
MOUNTAIN,2018,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
RHODE ISLAND,2018,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NORTH DAKOTA,2018,16,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
GEORGIA,2018,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"GEORGIA
(32.836038, -83.631709)",
HAWAII,2018,16,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
NEW YORK,2018,16,,-,0,,0,,,-,,-,,-,0,,4,,1,,,-,"NEW YORK
(42.826892, -75.544286)",
VERMONT,2018,16,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"VERMONT
(43.622479, -72.51927)",
MASSACHUSETTS,2018,16,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MONTANA,2018,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MINNESOTA,2018,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
VIRGINIA,2018,16,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"VIRGINIA
(37.542699, -78.45822)",
MID. ATLANTIC,2018,16,,-,0,,1,,,-,,-,,-,0,,4,,2,,,-,,
E.N. CENTRAL,2018,16,,-,0,,1,,,-,,-,,-,1,,11,,4,,3,,,
WISCONSIN,2018,16,,-,0,,1,,,-,,-,,-,1,,6,,1,,1,,"WISCONSIN
(44.395526, -89.834513)",
NEW YORK CITY,2018,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
TEXAS,2018,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
W.N. CENTRAL,2018,16,,-,0,,3,,,-,1,,,-,0,,3,,1,,1,,,
MICHIGAN,2018,16,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
ARIZONA,2018,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
PENNSYLVANIA,2018,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
FLORIDA,2018,16,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
OKLAHOMA,2018,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
NEW JERSEY,2018,16,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,"NEW JERSEY
(40.104655, -74.386686)",
KENTUCKY,2018,16,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
AMER. SAMOA,2018,16,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
COLORADO,2018,16,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
UNITED STATES,2018,16,,-,0,,5,,,-,1,,,-,3,,16,,9,,10,,,
IOWA,2018,16,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"IOWA
(42.46942, -93.815856)",
MISSOURI,2018,16,,-,0,,3,,,-,1,,,-,0,,3,,,-,1,,"MISSOURI
(38.636168, -92.566292)",
LOUISIANA,2018,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
MARYLAND,2018,16,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
S. ATLANTIC,2018,16,,-,0,,2,,,-,,-,,-,0,,2,,1,,2,,,
ALASKA,2018,16,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
NEW MEXICO,2018,16,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
UTAH,2018,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
ILLINOIS,2018,16,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
TENNESSEE,2018,16,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"TENNESSEE
(35.681402, -85.774444)",
E.S. CENTRAL,2018,16,,-,0,,1,,,-,,-,,-,0,,3,,,-,1,,,
PACIFIC,2018,16,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
CONNECTICUT,2018,16,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
IDAHO,2018,16,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
W.S. CENTRAL,2018,16,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,
WASHINGTON,2018,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
NEBRASKA,2018,16,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
WEST VIRGINIA,2018,16,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
INDIANA,2018,16,,-,0,,0,,,-,,-,,-,0,,6,,3,,2,,"INDIANA
(39.76845, -86.156212)",
CALIFORNIA,2018,16,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
SOUTH CAROLINA,2018,16,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
DIST. OF COL.,2018,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
PUERTO RICO,2018,16,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
VIRGIN ISL.,2018,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
ARKANSAS,2018,16,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
DELAWARE,2018,16,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
WYOMING,2018,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
C.N.M.I.,2018,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
ALABAMA,2018,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
VERMONT,2018,17,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"VERMONT
(43.622479, -72.51927)",
TEXAS,2018,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
OHIO,2018,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
DIST. OF COL.,2018,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
OREGON,2018,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
IDAHO,2018,17,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
LOUISIANA,2018,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
NEW ENGLAND,2018,17,,-,0,,1,,,-,,-,,-,0,,2,,1,,3,,,
VIRGIN ISL.,2018,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
INDIANA,2018,17,,-,0,,0,,,-,,-,,-,0,,6,,3,,2,,"INDIANA
(39.76845, -86.156212)",
CALIFORNIA,2018,17,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
PACIFIC,2018,17,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
GUAM,2018,17,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"GUAM
(13.3532, 144.653198)",
PENNSYLVANIA,2018,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
MISSOURI,2018,17,,-,0,,3,,,-,1,,,-,0,,3,,,-,3,,"MISSOURI
(38.636168, -92.566292)",
MAINE,2018,17,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"MAINE
(45.252223, -68.986647)",
S. ATLANTIC,2018,17,,-,0,,2,,,-,,-,,-,0,,2,,1,,2,,,
GEORGIA,2018,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"GEORGIA
(32.836038, -83.631709)",
WASHINGTON,2018,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
ALABAMA,2018,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
KANSAS,2018,17,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
PUERTO RICO,2018,17,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
E.N. CENTRAL,2018,17,,-,0,,1,,,-,,-,,-,2,,11,,4,,5,,,
W.S. CENTRAL,2018,17,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,,
ALASKA,2018,17,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
AMER. SAMOA,2018,17,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
TENNESSEE,2018,17,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"TENNESSEE
(35.681402, -85.774444)",
MONTANA,2018,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
WEST VIRGINIA,2018,17,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
W.N. CENTRAL,2018,17,,-,0,,3,,,-,1,,,-,0,,3,,1,,3,,,
C.N.M.I.,2018,17,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW YORK CITY,2018,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
NEW JERSEY,2018,17,,-,0,,1,,,-,,-,,-,0,,2,,1,,1,,"NEW JERSEY
(40.104655, -74.386686)",
UNITED STATES,2018,17,,-,0,,5,,,-,2,,,-,3,,16,,9,,15,,,
CONNECTICUT,2018,17,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
SOUTH CAROLINA,2018,17,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
DELAWARE,2018,17,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NEW HAMPSHIRE,2018,17,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MISSISSIPPI,2018,17,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
RHODE ISLAND,2018,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NEVADA,2018,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
IOWA,2018,17,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"IOWA
(42.46942, -93.815856)",
UTAH,2018,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NORTH CAROLINA,2018,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
ARIZONA,2018,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
MOUNTAIN,2018,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
WYOMING,2018,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
OKLAHOMA,2018,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
ILLINOIS,2018,17,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
SOUTH DAKOTA,2018,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
KENTUCKY,2018,17,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
WISCONSIN,2018,17,,-,0,,1,,,-,,-,,-,1,,6,,1,,3,,"WISCONSIN
(44.395526, -89.834513)",
