"Reporting.Area","MMWR.Year","MMWR.Week","Cryptosporidiosis_Cases_Count"
"MAINE",2019,12,0
"US TERRITORIES",2019,12,0
"HAWAII",2019,12,0
"RHODE ISLAND",2019,12,0
"WEST VIRGINIA",2019,12,0
"COLORADO",2019,12,1
"ARKANSAS",2019,12,2
"IDAHO",2019,12,2
"WEST SOUTH CENTRAL",2019,12,6
"ARIZONA",2019,12,0
"PUERTO RICO",2019,12,0
"IOWA",2019,12,2
"TENNESSEE",2019,12,0
"NORTH CAROLINA",2019,12,0
"NEW YORK CITY",2019,12,0
"EAST SOUTH CENTRAL",2019,12,1
"VERMONT",2019,12,0
"PENNSYLVANIA",2019,12,4
"DISTRICT OF COLUMBIA",2019,12,0
"WYOMING",2019,12,0
"MISSOURI",2019,12,2
"MISSISSIPPI",2019,13,1
"MINNESOTA",2019,13,0
"MISSOURI",2019,13,1
"EAST NORTH CENTRAL",2019,13,17
"ALASKA",2019,13,0
"PENNSYLVANIA",2019,13,3
"SOUTH ATLANTIC",2019,13,5
"ALABAMA",2019,13,0
"DELAWARE",2019,13,0
"MARYLAND",2019,13,2
"MASSACHUSETTS",2019,13,1
"CALIFORNIA",2019,13,1
"NEBRASKA",2019,13,3
"MOUNTAIN",2019,13,4
"NORTH CAROLINA",2019,13,0
"FLORIDA",2019,13,0
"LOUISIANA",2019,13,2
"PACIFIC",2019,13,4
"US TERRITORIES",2019,13,0
"NEW YORK",2019,13,4
"WISCONSIN",2019,13,6
"NORTH DAKOTA",2019,13,0
"NORTHERN MARIANA ISLANDS",2019,13,0
"NEW ENGLAND",2019,13,3
"WEST VIRGINIA",2019,13,0
"MIDDLE ATLANTIC",2019,13,8
"NEW HAMPSHIRE",2019,13,0
"KENTUCKY",2019,13,0
"U.S. VIRGIN ISLANDS",2019,13,0
"NON-US RESIDENTS",2019,13,0
"GUAM",2019,13,0
"OHIO",2019,13,11
"NEW MEXICO",2019,13,2
"HAWAII",2019,13,0
"COLORADO",2019,13,0
"SOUTH CAROLINA",2019,13,0
"IOWA",2019,13,3
"MICHIGAN",2019,13,0
"IDAHO",2019,13,2
"PUERTO RICO",2019,13,0
"NEVADA",2019,13,0
"UTAH",2019,13,0
"ARIZONA",2019,13,0
"GEORGIA",2019,13,0
"KANSAS",2019,13,0
"VERMONT",2019,13,1
"MAINE",2019,13,0
"EAST SOUTH CENTRAL",2019,13,3
"ARKANSAS",2019,13,0
"WEST SOUTH CENTRAL",2019,13,10
"MONTANA",2019,13,0
"WYOMING",2019,13,0
"US RESIDENTS",2019,13,64
"OKLAHOMA",2019,13,1
"TOTAL",2019,13,64
"RHODE ISLAND",2019,13,0
"SOUTH DAKOTA",2019,13,3
"TEXAS",2019,13,7
"INDIANA",2019,13,0
"ILLINOIS",2019,13,0
"VIRGINIA",2019,13,3
"TENNESSEE",2019,13,2
"DISTRICT OF COLUMBIA",2019,13,0
"AMERICAN SAMOA",2019,13,0
"NEW JERSEY",2019,13,1
"WASHINGTON",2019,13,0
"OREGON",2019,13,3
"WEST NORTH CENTRAL",2019,13,10
"CONNECTICUT",2019,13,1
"NEW YORK CITY",2019,13,0
"SOUTH CAROLINA",2019,14,0
"MARYLAND",2019,14,0
"KENTUCKY",2019,14,0
"MASSACHUSETTS",2019,14,4
"TENNESSEE",2019,14,3
"SOUTH DAKOTA",2019,14,0
"WEST NORTH CENTRAL",2019,14,8
"U.S. VIRGIN ISLANDS",2019,14,0
"NEW YORK",2019,14,7
"MAINE",2019,14,0
"EAST SOUTH CENTRAL",2019,14,3
"OREGON",2019,14,1
"INDIANA",2019,14,0
"MICHIGAN",2019,14,2
"NEW YORK CITY",2019,14,0
"ARKANSAS",2019,14,0
"DISTRICT OF COLUMBIA",2019,14,0
"MISSISSIPPI",2019,14,0
"FLORIDA",2019,14,0
"OHIO",2019,14,7
"HAWAII",2019,14,0
"ARIZONA",2019,14,0
"NORTH CAROLINA",2019,14,0
"WYOMING",2019,14,0
"WEST SOUTH CENTRAL",2019,14,10
"NEW JERSEY",2019,14,0
"GEORGIA",2019,14,1
"NEBRASKA",2019,14,5
"MISSOURI",2019,14,1
"NEW MEXICO",2019,14,0
"VIRGINIA",2019,14,0
"OKLAHOMA",2019,14,1
"CONNECTICUT",2019,14,0
"RHODE ISLAND",2019,14,0
"IOWA",2019,14,1
"PUERTO RICO",2019,14,0
"NEW ENGLAND",2019,14,4
"KANSAS",2019,14,0
"EAST NORTH CENTRAL",2019,14,14
"SOUTH ATLANTIC",2019,14,1
"VERMONT",2019,14,0
"PENNSYLVANIA",2019,14,4
"MIDDLE ATLANTIC",2019,14,11
"US TERRITORIES",2019,14,0
"WEST VIRGINIA",2019,14,0
"US RESIDENTS",2019,14,61
"ALASKA",2019,14,0
"PACIFIC",2019,14,3
"DELAWARE",2019,14,0
"IDAHO",2019,14,1
"MINNESOTA",2019,14,0
"TEXAS",2019,14,1
"MONTANA",2019,14,1
"NEVADA",2019,14,0
"COLORADO",2019,14,5
"UTAH",2019,14,0
"ILLINOIS",2019,14,0
"NEW HAMPSHIRE",2019,14,0
"WISCONSIN",2019,14,5
"ALABAMA",2019,14,0
"LOUISIANA",2019,14,8
"NON-US RESIDENTS",2019,14,0
"TOTAL",2019,14,61
"CALIFORNIA",2019,14,1
"NORTHERN MARIANA ISLANDS",2019,14,0
"MOUNTAIN",2019,14,7
"WASHINGTON",2019,14,1
"NORTH DAKOTA",2019,14,1
"TENNESSEE",2019,15,0
"DELAWARE",2019,15,0
"TEXAS",2019,15,9
"ILLINOIS",2019,15,0
"OHIO",2019,15,12
"HAWAII",2019,15,0
"ARKANSAS",2019,15,0
"RHODE ISLAND",2019,15,0
"WEST SOUTH CENTRAL",2019,15,13
"KANSAS",2019,15,0
"LOUISIANA",2019,15,1
"OREGON",2019,15,4
"GUAM",2019,15,0
"DISTRICT OF COLUMBIA",2019,15,0
"CONNECTICUT",2019,15,0
"AMERICAN SAMOA",2019,15,0
"MOUNTAIN",2019,15,2
"U.S. VIRGIN ISLANDS",2019,15,0
"INDIANA",2019,15,0
"EAST NORTH CENTRAL",2019,15,14
"MINNESOTA",2019,15,0
"VIRGINIA",2019,15,8
"CALIFORNIA",2019,15,5
"MIDDLE ATLANTIC",2019,15,14
"NEW YORK CITY",2019,15,0
"NEVADA",2019,15,0
"MONTANA",2019,15,0
"ALABAMA",2019,15,1
"SOUTH ATLANTIC",2019,15,12
"MAINE",2019,15,1
"COLORADO",2019,15,1
"EAST SOUTH CENTRAL",2019,15,1
"PACIFIC",2019,15,9
"NORTH CAROLINA",2019,15,0
"ALASKA",2019,15,0
"WASHINGTON",2019,15,0
"WEST VIRGINIA",2019,15,0
"ARIZONA",2019,15,0
"MISSISSIPPI",2019,15,0
"VERMONT",2019,15,0
"OKLAHOMA",2019,15,3
"PUERTO RICO",2019,15,0
"NEW HAMPSHIRE",2019,15,0
"PENNSYLVANIA",2019,15,7
"NEW MEXICO",2019,15,0
"SOUTH DAKOTA",2019,15,0
"NORTH DAKOTA",2019,15,0
"NON-US RESIDENTS",2019,15,0
"US TERRITORIES",2019,15,0
"WYOMING",2019,15,0
"NEW JERSEY",2019,15,0
"MISSOURI",2019,15,1
"TOTAL",2019,15,70
"IDAHO",2019,15,0
"FLORIDA",2019,15,0
"WEST NORTH CENTRAL",2019,15,2
"NEBRASKA",2019,15,1
"WISCONSIN",2019,15,1
"GEORGIA",2019,15,4
"IOWA",2019,15,0
"NEW YORK",2019,15,7
"NORTHERN MARIANA ISLANDS",2019,15,0
"MICHIGAN",2019,15,1
"UTAH",2019,15,1
"KENTUCKY",2019,15,0
"MASSACHUSETTS",2019,15,2
"NEW ENGLAND",2019,15,3
"MARYLAND",2019,15,0
"US RESIDENTS",2019,15,70
"SOUTH CAROLINA",2019,15,0
"US RESIDENTS",2019,16,61
"NEW ENGLAND",2019,16,5
"CONNECTICUT",2019,16,1
"MAINE",2019,16,1
"MASSACHUSETTS",2019,16,3
"NEW HAMPSHIRE",2019,16,0
"RHODE ISLAND",2019,16,0
"VERMONT",2019,16,0
"MIDDLE ATLANTIC",2019,16,10
"NEW JERSEY",2019,16,0
"NEW YORK",2019,16,7
"NEW YORK CITY",2019,16,0
"PENNSYLVANIA",2019,16,3
"EAST NORTH CENTRAL",2019,16,15
"ILLINOIS",2019,16,0
"INDIANA",2019,16,0
"MICHIGAN",2019,16,0
"OHIO",2019,16,9
"WISCONSIN",2019,16,6
"WEST NORTH CENTRAL",2019,16,5
"IOWA",2019,16,1
"KANSAS",2019,16,0
"MINNESOTA",2019,16,0
"MISSOURI",2019,16,1
"NEBRASKA",2019,16,3
"NORTH DAKOTA",2019,16,0
"SOUTH DAKOTA",2019,16,0
"SOUTH ATLANTIC",2019,16,8
"DELAWARE",2019,16,0
"DISTRICT OF COLUMBIA",2019,16,0
"FLORIDA",2019,16,0
"GEORGIA",2019,16,0
"MARYLAND",2019,16,1
"NORTH CAROLINA",2019,16,0
"SOUTH CAROLINA",2019,16,0
"VIRGINIA",2019,16,7
"WEST VIRGINIA",2019,16,0
"EAST SOUTH CENTRAL",2019,16,0
"ALABAMA",2019,16,0
"KENTUCKY",2019,16,0
"MISSISSIPPI",2019,16,0
"TENNESSEE",2019,16,0
"WEST SOUTH CENTRAL",2019,16,9
"ARKANSAS",2019,16,1
"LOUISIANA",2019,16,6
"OKLAHOMA",2019,16,2
"TEXAS",2019,16,0
"MOUNTAIN",2019,16,5
"ARIZONA",2019,16,0
"COLORADO",2019,16,1
"IDAHO",2019,16,0
"MONTANA",2019,16,1
"NEVADA",2019,16,0
"NEW MEXICO",2019,16,0
"UTAH",2019,16,3
"WYOMING",2019,16,0
"PACIFIC",2019,16,4
"ALASKA",2019,16,0
"CALIFORNIA",2019,16,0
"HAWAII",2019,16,0
"OREGON",2019,16,2
"WASHINGTON",2019,16,2
"US TERRITORIES",2019,16,0
"AMERICAN SAMOA",2019,16,0
"NORTHERN MARIANA ISLANDS",2019,16,0
"GUAM",2019,16,0
"PUERTO RICO",2019,16,0
"U.S. VIRGIN ISLANDS",2019,16,0
"NON-US RESIDENTS",2019,16,0
"TOTAL",2019,16,61
"US RESIDENTS",2019,17,74
"NEW ENGLAND",2019,17,2
"CONNECTICUT",2019,17,0
"MAINE",2019,17,0
"MASSACHUSETTS",2019,17,2
"NEW HAMPSHIRE",2019,17,0
"RHODE ISLAND",2019,17,0
"VERMONT",2019,17,0
"MIDDLE ATLANTIC",2019,17,14
"NEW JERSEY",2019,17,0
"NEW YORK",2019,17,5
"NEW YORK CITY",2019,17,2
"PENNSYLVANIA",2019,17,7
"EAST NORTH CENTRAL",2019,17,15
"US TERRITORIES",2019,17,0
"ILLINOIS",2019,17,0
"INDIANA",2019,17,0
"MICHIGAN",2019,17,1
"OHIO",2019,17,12
"WISCONSIN",2019,17,2
"WEST NORTH CENTRAL",2019,17,4
"IOWA",2019,17,1
"KANSAS",2019,17,0
"MINNESOTA",2019,17,0
"MISSOURI",2019,17,0
"NEBRASKA",2019,17,3
"NORTH DAKOTA",2019,17,0
"SOUTH DAKOTA",2019,17,0
"SOUTH ATLANTIC",2019,17,13
"DELAWARE",2019,17,0
"DISTRICT OF COLUMBIA",2019,17,0
"FLORIDA",2019,17,8
"GEORGIA",2019,17,1
"MARYLAND",2019,17,1
"NORTH CAROLINA",2019,17,0
"SOUTH CAROLINA",2019,17,2
"VIRGINIA",2019,17,1
"WEST VIRGINIA",2019,17,0
"EAST SOUTH CENTRAL",2019,17,2
"ALABAMA",2019,17,0
"KENTUCKY",2019,17,2
"MISSISSIPPI",2019,17,0
"TENNESSEE",2019,17,0
"WEST SOUTH CENTRAL",2019,17,10
"ARKANSAS",2019,17,4
"LOUISIANA",2019,17,3
"OKLAHOMA",2019,17,3
"TEXAS",2019,17,0
"MOUNTAIN",2019,17,4
"ARIZONA",2019,17,3
"COLORADO",2019,17,1
"IDAHO",2019,17,0
"MONTANA",2019,17,0
"NEVADA",2019,17,0
"NEW MEXICO",2019,17,0
"UTAH",2019,17,0
"WYOMING",2019,17,0
"PACIFIC",2019,17,10
"ALASKA",2019,17,1
"CALIFORNIA",2019,17,3
"HAWAII",2019,17,0
"OREGON",2019,17,5
"WASHINGTON",2019,17,1
"AMERICAN SAMOA",2019,17,0
"NORTHERN MARIANA ISLANDS",2019,17,0
"GUAM",2019,17,0
"PUERTO RICO",2019,17,0
"U.S. VIRGIN ISLANDS",2019,17,0
"NON-US RESIDENTS",2019,17,0
"TOTAL",2019,17,74
"US RESIDENTS",2019,18,66
"NEW ENGLAND",2019,18,1
"CONNECTICUT",2019,18,0
"MAINE",2019,18,0
"MASSACHUSETTS",2019,18,1
"NEW HAMPSHIRE",2019,18,0
"RHODE ISLAND",2019,18,0
"VERMONT",2019,18,0
"MIDDLE ATLANTIC",2019,18,8
"NEW JERSEY",2019,18,0
"NEW YORK",2019,18,5
"NEW YORK CITY",2019,18,0
"PENNSYLVANIA",2019,18,3
"EAST NORTH CENTRAL",2019,18,17
"ILLINOIS",2019,18,0
"INDIANA",2019,18,0
"MICHIGAN",2019,18,0
"OHIO",2019,18,10
"WISCONSIN",2019,18,7
"WEST NORTH CENTRAL",2019,18,10
"IOWA",2019,18,0
"KANSAS",2019,18,0
"MINNESOTA",2019,18,0
"MISSOURI",2019,18,5
"NEBRASKA",2019,18,5
"NORTH DAKOTA",2019,18,0
"SOUTH DAKOTA",2019,18,0
"SOUTH ATLANTIC",2019,18,6
"DELAWARE",2019,18,0
"DISTRICT OF COLUMBIA",2019,18,0
"FLORIDA",2019,18,0
"GEORGIA",2019,18,0
"MARYLAND",2019,18,2
"NORTH CAROLINA",2019,18,0
"SOUTH CAROLINA",2019,18,0
"VIRGINIA",2019,18,4
"WEST VIRGINIA",2019,18,0
"EAST SOUTH CENTRAL",2019,18,3
"ALABAMA",2019,18,1
"KENTUCKY",2019,18,1
"MISSISSIPPI",2019,18,1
"TENNESSEE",2019,18,0
"WEST SOUTH CENTRAL",2019,18,10
"ARKANSAS",2019,18,5
"LOUISIANA",2019,18,3
"OKLAHOMA",2019,18,2
"TEXAS",2019,18,0
"MOUNTAIN",2019,18,4
"ARIZONA",2019,18,0
"COLORADO",2019,18,0
"IDAHO",2019,18,2
"MONTANA",2019,18,0
"NEVADA",2019,18,0
"NEW MEXICO",2019,18,0
"UTAH",2019,18,2
"WYOMING",2019,18,0
"PACIFIC",2019,18,7
"ALASKA",2019,18,0
"CALIFORNIA",2019,18,3
"HAWAII",2019,18,0
"OREGON",2019,18,3
"WASHINGTON",2019,18,1
"US TERRITORIES",2019,18,0
"AMERICAN SAMOA",2019,18,0
"NORTHERN MARIANA ISLANDS",2019,18,0
"GUAM",2019,18,0
"PUERTO RICO",2019,18,0
"U.S. VIRGIN ISLANDS",2019,18,0
"NON-US RESIDENTS",2019,18,0
"TOTAL",2019,18,66
"US RESIDENTS",2019,19,63
"NEW ENGLAND",2019,19,3
"CONNECTICUT",2019,19,0
"MAINE",2019,19,1
"MASSACHUSETTS",2019,19,2
"NEW HAMPSHIRE",2019,19,0
"RHODE ISLAND",2019,19,0
"VERMONT",2019,19,0
"MIDDLE ATLANTIC",2019,19,8
"NEW JERSEY",2019,19,0
"NEW YORK",2019,19,7
"NEW YORK CITY",2019,19,0
"PENNSYLVANIA",2019,19,1
"EAST NORTH CENTRAL",2019,19,16
"ILLINOIS",2019,19,0
"INDIANA",2019,19,0
"MICHIGAN",2019,19,0
"OHIO",2019,19,12
"WISCONSIN",2019,19,4
"WEST NORTH CENTRAL",2019,19,7
"IOWA",2019,19,0
"KANSAS",2019,19,0
"MINNESOTA",2019,19,0
"MISSOURI",2019,19,4
"NEBRASKA",2019,19,3
"NORTH DAKOTA",2019,19,0
"SOUTH DAKOTA",2019,19,0
"SOUTH ATLANTIC",2019,19,4
"DELAWARE",2019,19,0
"DISTRICT OF COLUMBIA",2019,19,0
"FLORIDA",2019,19,0
"GEORGIA",2019,19,1
"MARYLAND",2019,19,0
"NORTH CAROLINA",2019,19,1
"SOUTH CAROLINA",2019,19,1
"VIRGINIA",2019,19,1
"WEST VIRGINIA",2019,19,0
"EAST SOUTH CENTRAL",2019,19,1
"ALABAMA",2019,19,1
"KENTUCKY",2019,19,0
"MISSISSIPPI",2019,19,0
"TENNESSEE",2019,19,0
"WEST SOUTH CENTRAL",2019,19,5
"ARKANSAS",2019,19,2
"LOUISIANA",2019,19,0
"OKLAHOMA",2019,19,3
"TEXAS",2019,19,0
"MOUNTAIN",2019,19,12
"ARIZONA",2019,19,5
"COLORADO",2019,19,1
"IDAHO",2019,19,2
"MONTANA",2019,19,0
"NEVADA",2019,19,1
"NEW MEXICO",2019,19,0
"UTAH",2019,19,3
"WYOMING",2019,19,0
"PACIFIC",2019,19,7
"ALASKA",2019,19,1
"CALIFORNIA",2019,19,1
"HAWAII",2019,19,0
"OREGON",2019,19,3
"WASHINGTON",2019,19,2
"US TERRITORIES",2019,19,0
"AMERICAN SAMOA",2019,19,0
"NORTHERN MARIANA ISLANDS",2019,19,0
"GUAM",2019,19,0
"PUERTO RICO",2019,19,0
"U.S. VIRGIN ISLANDS",2019,19,0
"NON-US RESIDENTS",2019,19,0
"TOTAL",2019,19,63
"US RESIDENTS",2019,20,54
"NEW ENGLAND",2019,20,3
"CONNECTICUT",2019,20,0
"MAINE",2019,20,0
"MASSACHUSETTS",2019,20,3
"NEW HAMPSHIRE",2019,20,0
"RHODE ISLAND",2019,20,0
"VERMONT",2019,20,0
"MIDDLE ATLANTIC",2019,20,9
"NEW JERSEY",2019,20,0
"NEW YORK",2019,20,6
"NEW YORK CITY",2019,20,0
"PENNSYLVANIA",2019,20,3
"EAST NORTH CENTRAL",2019,20,15
"ILLINOIS",2019,20,0
"INDIANA",2019,20,0
"MICHIGAN",2019,20,1
"OHIO",2019,20,11
"WISCONSIN",2019,20,3
"WEST NORTH CENTRAL",2019,20,7
"IOWA",2019,20,2
"KANSAS",2019,20,0
"MINNESOTA",2019,20,0
"MISSOURI",2019,20,2
"NEBRASKA",2019,20,3
"NORTH DAKOTA",2019,20,0
"SOUTH DAKOTA",2019,20,0
"SOUTH ATLANTIC",2019,20,9
"DELAWARE",2019,20,0
"DISTRICT OF COLUMBIA",2019,20,0
"FLORIDA",2019,20,0
"GEORGIA",2019,20,1
"MARYLAND",2019,20,1
"NORTH CAROLINA",2019,20,0
"SOUTH CAROLINA",2019,20,0
"VIRGINIA",2019,20,7
"WEST VIRGINIA",2019,20,0
"EAST SOUTH CENTRAL",2019,20,2
"ALABAMA",2019,20,1
"KENTUCKY",2019,20,0
"MISSISSIPPI",2019,20,0
"TENNESSEE",2019,20,1
"WEST SOUTH CENTRAL",2019,20,3
"ARKANSAS",2019,20,2
"LOUISIANA",2019,20,0
"OKLAHOMA",2019,20,1
"TEXAS",2019,20,0
"MOUNTAIN",2019,20,3
"ARIZONA",2019,20,0
"COLORADO",2019,20,0
"IDAHO",2019,20,2
"MONTANA",2019,20,0
"NEVADA",2019,20,0
"NEW MEXICO",2019,20,1
"UTAH",2019,20,0
"WYOMING",2019,20,0
"PACIFIC",2019,20,3
"ALASKA",2019,20,0
"CALIFORNIA",2019,20,2
"HAWAII",2019,20,0
"OREGON",2019,20,1
"WASHINGTON",2019,20,0
"US TERRITORIES",2019,20,0
"AMERICAN SAMOA",2019,20,0
"NORTHERN MARIANA ISLANDS",2019,20,0
"GUAM",2019,20,0
"PUERTO RICO",2019,20,0
"U.S. VIRGIN ISLANDS",2019,20,0
"NON-US RESIDENTS",2019,20,0
"TOTAL",2019,20,54
"US RESIDENTS",2019,21,78
"NEW ENGLAND",2019,21,1
"CONNECTICUT",2019,21,0
"MAINE",2019,21,0
"MASSACHUSETTS",2019,21,0
"NEW HAMPSHIRE",2019,21,0
"RHODE ISLAND",2019,21,0
"VERMONT",2019,21,1
"MIDDLE ATLANTIC",2019,21,11
"NEW JERSEY",2019,21,0
"NEW YORK",2019,21,6
"NEW YORK CITY",2019,21,0
"PENNSYLVANIA",2019,21,5
"EAST NORTH CENTRAL",2019,21,12
"ILLINOIS",2019,21,0
"INDIANA",2019,21,0
"MICHIGAN",2019,21,0
"OHIO",2019,21,9
"WISCONSIN",2019,21,3
"WEST NORTH CENTRAL",2019,21,15
"IOWA",2019,21,4
"KANSAS",2019,21,0
"MINNESOTA",2019,21,0
"MISSOURI",2019,21,3
"NEBRASKA",2019,21,8
"NORTH DAKOTA",2019,21,0
"SOUTH DAKOTA",2019,21,0
"SOUTH ATLANTIC",2019,21,22
"DELAWARE",2019,21,0
"DISTRICT OF COLUMBIA",2019,21,0
"FLORIDA",2019,21,16
"GEORGIA",2019,21,0
"MARYLAND",2019,21,1
"NORTH CAROLINA",2019,21,0
"SOUTH CAROLINA",2019,21,0
"VIRGINIA",2019,21,5
"WEST VIRGINIA",2019,21,0
"EAST SOUTH CENTRAL",2019,21,2
"ALABAMA",2019,21,1
"KENTUCKY",2019,21,0
"MISSISSIPPI",2019,21,1
"TENNESSEE",2019,21,0
"WEST SOUTH CENTRAL",2019,21,4
"ARKANSAS",2019,21,3
"LOUISIANA",2019,21,1
"OKLAHOMA",2019,21,0
"TEXAS",2019,21,0
"MOUNTAIN",2019,21,4
"ARIZONA",2019,21,0
"COLORADO",2019,21,0
"IDAHO",2019,21,1
"MONTANA",2019,21,1
"NEVADA",2019,21,1
"NEW MEXICO",2019,21,0
"UTAH",2019,21,1
"WYOMING",2019,21,0
"PACIFIC",2019,21,7
"ALASKA",2019,21,0
"CALIFORNIA",2019,21,4
"HAWAII",2019,21,0
"OREGON",2019,21,1
"WASHINGTON",2019,21,2
"US TERRITORIES",2019,21,0
"AMERICAN SAMOA",2019,21,0
"NORTHERN MARIANA ISLANDS",2019,21,0
"GUAM",2019,21,0
"PUERTO RICO",2019,21,0
"U.S. VIRGIN ISLANDS",2019,21,0
"NON-US RESIDENTS",2019,21,0
"TOTAL",2019,21,78
"US RESIDENTS",2019,22,76
"NEW ENGLAND",2019,22,4
"CONNECTICUT",2019,22,0
"MAINE",2019,22,2
"MASSACHUSETTS",2019,22,2
"NEW HAMPSHIRE",2019,22,0
"RHODE ISLAND",2019,22,0
"VERMONT",2019,22,0
"MIDDLE ATLANTIC",2019,22,7
"NEW JERSEY",2019,22,0
"NEW YORK",2019,22,7
"NEW YORK CITY",2019,22,0
"PENNSYLVANIA",2019,22,0
"EAST NORTH CENTRAL",2019,22,13
"ILLINOIS",2019,22,0
"INDIANA",2019,22,0
"MICHIGAN",2019,22,0
"OHIO",2019,22,7
"WISCONSIN",2019,22,6
"WEST NORTH CENTRAL",2019,22,8
"IOWA",2019,22,1
"KANSAS",2019,22,0
"MINNESOTA",2019,22,0
"MISSOURI",2019,22,2
"NEBRASKA",2019,22,5
"NORTH DAKOTA",2019,22,0
"SOUTH DAKOTA",2019,22,0
"SOUTH ATLANTIC",2019,22,23
"DELAWARE",2019,22,0
"DISTRICT OF COLUMBIA",2019,22,0
"FLORIDA",2019,22,16
"GEORGIA",2019,22,1
"MARYLAND",2019,22,2
"NORTH CAROLINA",2019,22,0
"SOUTH CAROLINA",2019,22,0
"VIRGINIA",2019,22,4
"WEST VIRGINIA",2019,22,0
"EAST SOUTH CENTRAL",2019,22,2
"ALABAMA",2019,22,1
"KENTUCKY",2019,22,0
"MISSISSIPPI",2019,22,1
"TENNESSEE",2019,22,0
"WEST SOUTH CENTRAL",2019,22,10
"ARKANSAS",2019,22,1
"LOUISIANA",2019,22,0
"OKLAHOMA",2019,22,2
"TEXAS",2019,22,7
"MOUNTAIN",2019,22,6
"ARIZONA",2019,22,0
"COLORADO",2019,22,2
"IDAHO",2019,22,2
"MONTANA",2019,22,0
"NEVADA",2019,22,0
"NEW MEXICO",2019,22,0
"UTAH",2019,22,1
"WYOMING",2019,22,1
"PACIFIC",2019,22,3
"ALASKA",2019,22,0
"CALIFORNIA",2019,22,0
"HAWAII",2019,22,0
"OREGON",2019,22,1
"WASHINGTON",2019,22,2
"US TERRITORIES",2019,22,0
"AMERICAN SAMOA",2019,22,0
"NORTHERN MARIANA ISLANDS",2019,22,0
"GUAM",2019,22,0
"PUERTO RICO",2019,22,0
"U.S. VIRGIN ISLANDS",2019,22,0
"NON-US RESIDENTS",2019,22,0
"TOTAL",2019,22,76
"US RESIDENTS",2019,23,74
"NEW ENGLAND",2019,23,2
"CONNECTICUT",2019,23,0
"MAINE",2019,23,2
"MASSACHUSETTS",2019,23,0
"NEW HAMPSHIRE",2019,23,0
"RHODE ISLAND",2019,23,0
"VERMONT",2019,23,0
"MIDDLE ATLANTIC",2019,23,10
"NEW JERSEY",2019,23,0
"NEW YORK",2019,23,8
"NEW YORK CITY",2019,23,0
"PENNSYLVANIA",2019,23,2
"EAST NORTH CENTRAL",2019,23,7
"ILLINOIS",2019,23,0
"INDIANA",2019,23,0
"MICHIGAN",2019,23,0
"OHIO",2019,23,6
"WISCONSIN",2019,23,1
"WEST NORTH CENTRAL",2019,23,15
"IOWA",2019,23,0
"KANSAS",2019,23,0
"MINNESOTA",2019,23,0
"MISSOURI",2019,23,8
"NEBRASKA",2019,23,6
"NORTH DAKOTA",2019,23,0
"SOUTH DAKOTA",2019,23,1
"SOUTH ATLANTIC",2019,23,9
"DELAWARE",2019,23,0
"DISTRICT OF COLUMBIA",2019,23,0
"FLORIDA",2019,23,0
"GEORGIA",2019,23,1
"MARYLAND",2019,23,2
"NORTH CAROLINA",2019,23,0
"SOUTH CAROLINA",2019,23,1
"VIRGINIA",2019,23,5
"WEST VIRGINIA",2019,23,0
"EAST SOUTH CENTRAL",2019,23,6
"ALABAMA",2019,23,1
"KENTUCKY",2019,23,0
"MISSISSIPPI",2019,23,5
"TENNESSEE",2019,23,0
"WEST SOUTH CENTRAL",2019,23,12
"ARKANSAS",2019,23,2
"LOUISIANA",2019,23,3
"OKLAHOMA",2019,23,4
"TEXAS",2019,23,3
"MOUNTAIN",2019,23,5
"ARIZONA",2019,23,0
"COLORADO",2019,23,3
"IDAHO",2019,23,0
"MONTANA",2019,23,0
"NEVADA",2019,23,0
"NEW MEXICO",2019,23,0
"UTAH",2019,23,2
"WYOMING",2019,23,0
"PACIFIC",2019,23,8
"ALASKA",2019,23,0
"CALIFORNIA",2019,23,3
"HAWAII",2019,23,0
"OREGON",2019,23,2
"WASHINGTON",2019,23,3
"US TERRITORIES",2019,23,0
"AMERICAN SAMOA",2019,23,0
"NORTHERN MARIANA ISLANDS",2019,23,0
"GUAM",2019,23,0
"PUERTO RICO",2019,23,0
"U.S. VIRGIN ISLANDS",2019,23,0
"NON-US RESIDENTS",2019,23,0
"TOTAL",2019,23,74
"US RESIDENTS",2019,24,77
"NEW ENGLAND",2019,24,5
"CONNECTICUT",2019,24,0
"MAINE",2019,24,0
"MASSACHUSETTS",2019,24,4
"NEW HAMPSHIRE",2019,24,0
"RHODE ISLAND",2019,24,1
"VERMONT",2019,24,0
"MIDDLE ATLANTIC",2019,24,16
"NEW JERSEY",2019,24,0
"NEW YORK",2019,24,9
"NEW YORK CITY",2019,24,1
"PENNSYLVANIA",2019,24,6
"EAST NORTH CENTRAL",2019,24,10
"ILLINOIS",2019,24,0
"INDIANA",2019,24,0
"MICHIGAN",2019,24,0
"OHIO",2019,24,7
"WISCONSIN",2019,24,3
"WEST NORTH CENTRAL",2019,24,11
"IOWA",2019,24,3
"KANSAS",2019,24,0
"MINNESOTA",2019,24,0
"MISSOURI",2019,24,3
"NEBRASKA",2019,24,4
"NORTH DAKOTA",2019,24,0
"SOUTH DAKOTA",2019,24,1
"SOUTH ATLANTIC",2019,24,16
"DELAWARE",2019,24,0
"DISTRICT OF COLUMBIA",2019,24,0
"FLORIDA",2019,24,9
"GEORGIA",2019,24,2
"MARYLAND",2019,24,1
"NORTH CAROLINA",2019,24,0
